Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Janosik,2020-09-25,0.0,"100,000 .. 200,000",Onix Games,Retrovibe,1.00E+05,2.00E+05,100.0K,200.0K
Doodle God Blitz,2017-09-01,0.0,"100,000 .. 200,000",JoyBits Ltd.,JoyBits Ltd.,1.00E+05,2.00E+05,100.0K,200.0K
Wild West Saga: Idle Tycoon Clicker,2018-05-30,0.0,"100,000 .. 200,000",Tamasenco,Tamasenco,1.00E+05,2.00E+05,100.0K,200.0K
Raji: Prologue,2020-10-05,0.0,"100,000 .. 200,000",Nodding Heads Games,SuperGG.com,1.00E+05,2.00E+05,100.0K,200.0K
Blackjack Championship,2020-08-25,0.0,"100,000 .. 200,000",BBstudio Inc.,BBstudio Inc.,1.00E+05,2.00E+05,100.0K,200.0K
Red Eclipse 2,2019-12-19,0.0,"100,000 .. 200,000","Quinton Reeves, Lee Salzman",Quinton Reeves,1.00E+05,2.00E+05,100.0K,200.0K
cyberpunkdreams,2021-05-14,0.0,"100,000 .. 200,000",Late Night Games,Late Night Games,1.00E+05,2.00E+05,100.0K,200.0K
Underworld Idle,2023-02-02,0.0,"100,000 .. 200,000",Aleksandr Golovkin,Aleksandr Golovkin,1.00E+05,2.00E+05,100.0K,200.0K
Dinosaur Fossil Hunter: Prologue,2020-08-06,0.0,"100,000 .. 200,000",▲ Pyramid Games,Pyramid Games S.A.,1.00E+05,2.00E+05,100.0K,200.0K
Gods and Idols,2016-12-12,0.0,"100,000 .. 200,000",Viking Tao,Viking Tao,1.00E+05,2.00E+05,100.0K,200.0K
DED,2017-03-03,0.0,"100,000 .. 200,000","L. Stotch, Vladimir Soldatov","L. Stotch, Vladimir Soldatov",1.00E+05,2.00E+05,100.0K,200.0K
Bomb Bots Arena,2020-06-01,0.0,"100,000 .. 200,000",Tiny Roar,Tiny Roar,1.00E+05,2.00E+05,100.0K,200.0K
Incremental Adventures,2020-08-11,0.0,"100,000 .. 200,000",Gniller,Gniller,1.00E+05,2.00E+05,100.0K,200.0K
Forkdrift,2020-07-30,0.0,"100,000 .. 200,000",Endless Suffering,Endless Suffering,1.00E+05,2.00E+05,100.0K,200.0K
Atma,2019-07-10,0.0,"100,000 .. 200,000",Team Atma,Rubika Supinfogame,1.00E+05,2.00E+05,100.0K,200.0K
Atlantica Global,2020-05-14,0.0,"100,000 .. 200,000","VALOFE, NEXON",VALOFE,1.00E+05,2.00E+05,100.0K,200.0K
The Cubicle.,2016-04-05,0.0,"100,000 .. 200,000","Roel van Beek, Jurgen Hoogeboom, Joppe de Graaf, Jesper van den Ende",Pelican Party Studios,1.00E+05,2.00E+05,100.0K,200.0K
Doorways: Old Prototype,2016-10-05,0.0,"100,000 .. 200,000",Saibot Studios,Saibot Studios,1.00E+05,2.00E+05,100.0K,200.0K
One Manga Day,2014-06-20,0.0,"100,000 .. 200,000",DeXP,"DeXP, MyLifeGame.RU",1.00E+05,2.00E+05,100.0K,200.0K
Introvert: A Teenager Simulator,2021-03-02,0.0,"100,000 .. 200,000",Euphoric Brothers,Euphoric Brothers,1.00E+05,2.00E+05,100.0K,200.0K
Isle of Ewe,2020-03-02,0.0,"100,000 .. 200,000","Miles Peter Hatcliff, Harrison Truman, Michelle Lee, Helayna Strohfeldt, Zachary Paternoster, Samuel Weir, Will Thompson",No Ewe Productions,1.00E+05,2.00E+05,100.0K,200.0K
Tap Adventure: Time Travel,2017-03-02,0.0,"100,000 .. 200,000",Avallon Alliance,Panoramik inc,1.00E+05,2.00E+05,100.0K,200.0K
Armajet,2019-10-08,0.0,"100,000 .. 200,000",Super Bit Machine,Super Bit Machine,1.00E+05,2.00E+05,100.0K,200.0K
Belko VR: An Escape Room Experiment,2017-03-03,0.0,"100,000 .. 200,000","Top Right Corner, Yarvo Productions, Paper Crane Games",Top Right Corner,1.00E+05,2.00E+05,100.0K,200.0K
Cards and Castles,2015-12-18,0.0,"100,000 .. 200,000",Red Team Games,Red Team Games,1.00E+05,2.00E+05,100.0K,200.0K
Elisa: The Innkeeper - Prequel,2016-06-14,0.0,"100,000 .. 200,000",Neoclassic Games,Neoclassic Games,1.00E+05,2.00E+05,100.0K,200.0K
Second Galaxy,2019-09-11,0.0,"100,000 .. 200,000",Zilong Game Limited,Zilong Game Limited,1.00E+05,2.00E+05,100.0K,200.0K
Scream Collector,2017-10-26,0.0,"100,000 .. 200,000",PuzzleRoo,PuzzleRoo,1.00E+05,2.00E+05,100.0K,200.0K
Clover Tale,2016-06-15,0.0,"100,000 .. 200,000",FIVE-BN GAMES,FIVE-BN GAMES,1.00E+05,2.00E+05,100.0K,200.0K
You Have 10 Seconds 2,2016-08-24,0.0,"100,000 .. 200,000",Tamationgames,Tamationgames,1.00E+05,2.00E+05,100.0K,200.0K
The Kite,2012-01-01,0.0,"100,000 .. 200,000",Anate Studio,Anate Studio,1.00E+05,2.00E+05,100.0K,200.0K
B100X - Auto Dungeon RPG,2021-01-26,0.0,"100,000 .. 200,000",Nussygame,Nussygame,1.00E+05,2.00E+05,100.0K,200.0K
PWND,2018-04-06,0.0,"100,000 .. 200,000",Skydance Interactive,Skydance Interactive,1.00E+05,2.00E+05,100.0K,200.0K
The Designer's Curse,2019-07-29,0.0,"100,000 .. 200,000",CBGames,CBGames,1.00E+05,2.00E+05,100.0K,200.0K
Pink Heaven,2015-11-04,0.0,"100,000 .. 200,000",Studio Pixel,PLAYISM,1.00E+05,2.00E+05,100.0K,200.0K
Onigiri,2019-03-28,0.0,"100,000 .. 200,000","CyberStep, Inc.","CyberStep, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
The Night Fisherman,2020-06-29,0.0,"100,000 .. 200,000","de Fault, Chard, Richard Campbell",Far Few Giants,1.00E+05,2.00E+05,100.0K,200.0K
Battle Tanks: Legends of World War II,2019-02-21,0.0,"100,000 .. 200,000",XDEVS LTD,XDEVS LTD,1.00E+05,2.00E+05,100.0K,200.0K
Close Your Eyes [Old Version],2015-08-31,0.0,"100,000 .. 200,000",Yai Gameworks,Yai Gameworks,1.00E+05,2.00E+05,100.0K,200.0K
Chip's Challenge 1,2015-05-28,0.0,"100,000 .. 200,000",Niffler Ltd.,Niffler Ltd.,1.00E+05,2.00E+05,100.0K,200.0K
Bacon May Die,2021-04-15,0.0,"100,000 .. 200,000",SnoutUp,SnoutUp,1.00E+05,2.00E+05,100.0K,200.0K
Object N,2020-12-25,0.0,"100,000 .. 200,000",KleskBY,KleskBY,1.00E+05,2.00E+05,100.0K,200.0K
Don't Be Afraid - The First Toy,2020-07-02,0.0,"100,000 .. 200,000",Broken Arrow Games,Hydra Games SA,1.00E+05,2.00E+05,100.0K,200.0K
Hell Architect: Prologue,2021-06-09,0.0,"100,000 .. 200,000",Woodland Games,Leonardo Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Dawn,2017-03-31,0.0,"100,000 .. 200,000",Brave Rabbit Games,SMU Guildhall,1.00E+05,2.00E+05,100.0K,200.0K
Shepherd of Light,2019-09-04,0.0,"100,000 .. 200,000",Bad Seahorse,John Paul the Great Catholic University,1.00E+05,2.00E+05,100.0K,200.0K
Deep the Game,2018-12-01,0.0,"100,000 .. 200,000",Goricina Productions,Goricina Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Galcon 2: Galactic Conquest,2014-12-05,0.0,"100,000 .. 200,000","Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
1982,2017-06-28,0.0,"100,000 .. 200,000",Binary Zoo,Bit Toys,1.00E+05,2.00E+05,100.0K,200.0K
Tadpole Tales,2021-03-12,0.0,"100,000 .. 200,000","Andrei Cretu, Giacomo Autili, Tomer Barnea",Pinnical Studio,1.00E+05,2.00E+05,100.0K,200.0K
東周列萌志 Philosophic Love,2018-08-17,0.0,"100,000 .. 200,000","IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.","IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",1.00E+05,2.00E+05,100.0K,200.0K
Big Bang Empire,2016-08-23,0.0,"100,000 .. 200,000",Playata GmbH,European Games Group AG,1.00E+05,2.00E+05,100.0K,200.0K
A Game About,2018-11-06,0.0,"100,000 .. 200,000",byolivierb,byolivierb,1.00E+05,2.00E+05,100.0K,200.0K
Stormbound,2018-05-15,0.0,"100,000 .. 200,000","Paladin Studios, Stormbound Games",Stormbound B.V.,1.00E+05,2.00E+05,100.0K,200.0K
Black Rose,2016-03-12,0.0,"100,000 .. 200,000",Sir Bedlam Productions,Sir Bedlam Productions,1.00E+05,2.00E+05,100.0K,200.0K
Eternal Hour: Golden Hour,2017-11-27,0.0,"100,000 .. 200,000",Seventh Heart Studios,Sekai Project,1.00E+05,2.00E+05,100.0K,200.0K
Max Gentlemen,2014-08-21,0.0,"100,000 .. 200,000",The Men Who Wear Many Hats,The Men Who Wear Many Hats,1.00E+05,2.00E+05,100.0K,200.0K
One Dreamer: Prologue,2020-05-07,0.0,"100,000 .. 200,000",One Dreamer Company,F2House,1.00E+05,2.00E+05,100.0K,200.0K
Valgrave: Immortal Plains,2020-02-07,0.0,"100,000 .. 200,000",Edenic Era LLC,Edenic Era LLC,1.00E+05,2.00E+05,100.0K,200.0K
KOEWOTAYORINI / 声之寄托,2018-03-26,0.0,"100,000 .. 200,000",あみそ組,"Pujia8 Studio, Gamera Game",1.00E+05,2.00E+05,100.0K,200.0K
Super Raft Boat,2021-02-21,0.0,"100,000 .. 200,000","Jason Gertner, Carson Kompon, Yukon Wainczak, Jennifer Kindl",Shattered Journal Games,1.00E+05,2.00E+05,100.0K,200.0K
Sepia Tears,2016-01-08,0.0,"100,000 .. 200,000",Scarlet String Studios,Scarlet String Studios,1.00E+05,2.00E+05,100.0K,200.0K
Echoes+,2015-01-15,0.0,"100,000 .. 200,000",Binary Zoo,Kikiwik Games,1.00E+05,2.00E+05,100.0K,200.0K
Warbands: Bushido,2017-09-15,0.0,"100,000 .. 200,000",Red Unit Studios,Red Unit Studios,1.00E+05,2.00E+05,100.0K,200.0K
SC2VN - The eSports Visual Novel,2015-09-07,0.0,"100,000 .. 200,000",Team Eleven,Team Eleven,1.00E+05,2.00E+05,100.0K,200.0K
Kinoko,2020-07-24,0.0,"100,000 .. 200,000",ThunderLime,ThunderLime,1.00E+05,2.00E+05,100.0K,200.0K
The Call of Karen,2020-07-16,0.0,"100,000 .. 200,000",Trumbus,Trumbus,1.00E+05,2.00E+05,100.0K,200.0K
The Average Everyday Adventures of Samantha Browne,2016-04-18,0.0,"100,000 .. 200,000",Lemonsucker Games,Lemonsucker Games,1.00E+05,2.00E+05,100.0K,200.0K
The Lar,2019-06-10,0.0,"100,000 .. 200,000",Team Yume,Team Yume,1.00E+05,2.00E+05,100.0K,200.0K
Idle Research,2022-07-31,0.0,"100,000 .. 200,000",CryptoGrounds Games LLC,CryptoGrounds Games LLC,1.00E+05,2.00E+05,100.0K,200.0K
Circle of Sumo: Online Rumble!,2020-10-17,0.0,"100,000 .. 200,000","Yonder, Strelka Games",Strelka Games,1.00E+05,2.00E+05,100.0K,200.0K
Coloring Game: Little City,2019-08-16,0.0,"100,000 .. 200,000",L. Stotch,L. Stotch,1.00E+05,2.00E+05,100.0K,200.0K
SpellForce 3: Versus Edition,2020-11-03,0.0,"100,000 .. 200,000",Grimlore Games,THQ Nordic,1.00E+05,2.00E+05,100.0K,200.0K
Friendly Fire,2020-04-21,0.0,"100,000 .. 200,000",The Cat Hive Developers,The Cat Hive Developers,1.00E+05,2.00E+05,100.0K,200.0K
Your Chronicle,2021-04-04,0.0,"100,000 .. 200,000",Samurai Games,Samurai Games,1.00E+05,2.00E+05,100.0K,200.0K
Lucid9: Inciting Incident,2016-04-14,0.0,"100,000 .. 200,000",Fallen Snow Studios,Fallen Snow Studios,1.00E+05,2.00E+05,100.0K,200.0K
High Entropy: Challenges,2020-09-01,0.0,"100,000 .. 200,000",Álvaro García (binarynonsense),Álvaro García (binarynonsense),1.00E+05,2.00E+05,100.0K,200.0K
Fausts Alptraum,2015-08-14,0.0,"100,000 .. 200,000",LaboRatStudio,LaboRatStudio,1.00E+05,2.00E+05,100.0K,200.0K
The Cat and the Coup,2011-06-15,0.0,"100,000 .. 200,000",Peter Brinson and Kurosh ValaNejad,"Peter Brinson and Kurosh ValaNejad, USC Games",1.00E+05,2.00E+05,100.0K,200.0K
Bloody Walls,2016-09-28,0.0,"100,000 .. 200,000",L. Stotch,L. Stotch,1.00E+05,2.00E+05,100.0K,200.0K
圣歌德嘉的晚钟,2021-12-04,0.0,"100,000 .. 200,000",二律背反,旅人计划,1.00E+05,2.00E+05,100.0K,200.0K
Idle Wizard,2019-01-25,0.0,"100,000 .. 200,000",TwoWizards,TwoWizards,1.00E+05,2.00E+05,100.0K,200.0K
Fruit Postal Service,2019-06-28,0.0,"100,000 .. 200,000",Fruit Postal Service,Green Door Labs,1.00E+05,2.00E+05,100.0K,200.0K
Warzone 2100,1999-04-10,0.0,"100,000 .. 200,000","Pumpkin Studios, Underdone Gaming, Warzone 2100 Project",Underdone Gaming,1.00E+05,2.00E+05,100.0K,200.0K
Hobs,2019-08-19,0.0,"100,000 .. 200,000",tenekekafalarstudios,tenekekafalarstudios,1.00E+05,2.00E+05,100.0K,200.0K
CUPID - A free to play Visual Novel,2016-03-04,0.0,"100,000 .. 200,000",Fervent,Afterthought Studios,1.00E+05,2.00E+05,100.0K,200.0K
SKYE,2020-06-18,0.0,"100,000 .. 200,000",DeCoded Production,Breda University of Applied Sciences,1.00E+05,2.00E+05,100.0K,200.0K
Mythgard,2020-09-18,0.0,"100,000 .. 200,000","Monumental, LLC","Monumental, LLC",1.00E+05,2.00E+05,100.0K,200.0K
Occupy Mars: Prologue,2020-08-20,0.0,"100,000 .. 200,000",▲ Pyramid Games,Pyramid Games S.A.,1.00E+05,2.00E+05,100.0K,200.0K
Enemy On Board,2020-05-08,0.0,"100,000 .. 200,000",Windwalk Games,Windwalk Games,1.00E+05,2.00E+05,100.0K,200.0K
Zardy's Maze,2020-09-30,0.0,"100,000 .. 200,000",SwankyBox,SwankyBox Media LLC,1.00E+05,2.00E+05,100.0K,200.0K
You Have 10 Seconds,2016-07-14,0.0,"100,000 .. 200,000",tamationgames,tamationgames,1.00E+05,2.00E+05,100.0K,200.0K
Mr. Hopp's Playhouse,2019-10-07,0.0,"100,000 .. 200,000",Moonbit,Moonbit,1.00E+05,2.00E+05,100.0K,200.0K
Territory Idle,2019-09-10,0.0,"100,000 .. 200,000",Aleksandr Golovkin,Aleksandr Golovkin,1.00E+05,2.00E+05,100.0K,200.0K
Spellsworn,2018-03-13,0.0,"100,000 .. 200,000",Frogsong Studios,Frogsong Studios,1.00E+05,2.00E+05,100.0K,200.0K
pla_toon,2018-08-13,0.0,"100,000 .. 200,000",SoundAndFuryGames,SoundAndFuryGames,1.00E+05,2.00E+05,100.0K,200.0K
NERTS! Online,2021-01-05,0.0,"100,000 .. 200,000",Zachtronics,Zachtronics,1.00E+05,2.00E+05,100.0K,200.0K
Khimera: Destroy All Monster Girls,2016-04-15,0.0,"100,000 .. 200,000",Suits & Sandals,Suits & Sandals,1.00E+05,2.00E+05,100.0K,200.0K
Coloring Game 3,2020-04-17,0.0,"100,000 .. 200,000",L. Stotch,L. Stotch,1.00E+05,2.00E+05,100.0K,200.0K
Frosty Kiss,2015-01-31,0.0,"100,000 .. 200,000","2Chance Projects, IIchan Eroge Team",2Chance Projects,1.00E+05,2.00E+05,100.0K,200.0K
Off-Peak,2015-02-15,0.0,"100,000 .. 200,000",Cosmo D,Cosmo D Studios,1.00E+05,2.00E+05,100.0K,200.0K
Touhou Fantasia / 东方梦想曲,2019-07-19,0.0,"100,000 .. 200,000",SlimeSmile,SlimeSmile,1.00E+05,2.00E+05,100.0K,200.0K
Lines X Free,2017-10-31,0.0,"100,000 .. 200,000",Konstructors,Hook Games,1.00E+05,2.00E+05,100.0K,200.0K
Dev Guy,2015-05-20,0.0,"100,000 .. 200,000",Daniel Jonathan Bourke,Project Tranquil,1.00E+05,2.00E+05,100.0K,200.0K
Sprout,2007-03-10,0.0,"100,000 .. 200,000","Jeff Nusz, Mindful Mammoth",Mindful Mammoth,1.00E+05,2.00E+05,100.0K,200.0K
Pew Dew Redemption,2019-05-17,0.0,"100,000 .. 200,000",Enki,Enki,1.00E+05,2.00E+05,100.0K,200.0K
Coloring Game 4,2021-07-30,0.0,"100,000 .. 200,000",L. Stotch,L. Stotch,1.00E+05,2.00E+05,100.0K,200.0K
Desert Bus VR,2017-11-27,0.0,"100,000 .. 200,000",Dinosaur Games,"Gearbox Software, LLC",1.00E+05,2.00E+05,100.0K,200.0K
The Monster Inside,2017-08-01,0.0,"100,000 .. 200,000",Random Seed Games,Random Seed Games,1.00E+05,2.00E+05,100.0K,200.0K
狐の旅路,2020-01-27,0.0,"100,000 .. 200,000",狐の旅路制作组,DZ,1.00E+05,2.00E+05,100.0K,200.0K
Summerland,2020-12-01,0.0,"100,000 .. 200,000",FYRE Games,FYRE Games,1.00E+05,2.00E+05,100.0K,200.0K
SlipSlop: World's Hardest Platformer Game,2019-06-28,0.0,"100,000 .. 200,000",10F,10F,1.00E+05,2.00E+05,100.0K,200.0K
Neos VR,2018-05-04,0.0,"100,000 .. 200,000",Frooxius,Solirax,1.00E+05,2.00E+05,100.0K,200.0K
Star Crusade CCG,2016-09-08,0.0,"100,000 .. 200,000","ZiMAD, Inc.","ZiMAD, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
At Home Alone,2018-11-01,0.0,"100,000 .. 200,000",阿正不经,0Cube,1.00E+05,2.00E+05,100.0K,200.0K
There is No GreenDam,2019-11-11,0.0,"100,000 .. 200,000",格林达姆136工程团,格林达姆136工程团,1.00E+05,2.00E+05,100.0K,200.0K
Escape the Game,2016-10-11,0.0,"100,000 .. 200,000",Simon Fredholm,Simon Fredholm,1.00E+05,2.00E+05,100.0K,200.0K
Jigoku Kisetsukan: Sense of the Seasons,2015-05-12,0.0,"100,000 .. 200,000",Emad,Emad,1.00E+05,2.00E+05,100.0K,200.0K
"OH MY GOD, LOOK AT THIS KNIGHT",2018-01-30,0.0,"100,000 .. 200,000",Foxoft,AZAMATIKA,1.00E+05,2.00E+05,100.0K,200.0K
Grim Clicker,2020-01-09,0.0,"100,000 .. 200,000",EvilCharm Games,EvilCharm Games,1.00E+05,2.00E+05,100.0K,200.0K
Without Within,2015-01-22,0.0,"100,000 .. 200,000",InvertMouse,InvertMouse,1.00E+05,2.00E+05,100.0K,200.0K
Surviv.io - 2D Battle Royale,2020-09-24,0.0,"100,000 .. 200,000","Kongregate, Inc.","Kongregate, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
Kill or Love,2019-08-17,0.0,"100,000 .. 200,000",Andy Church,Andy Church,1.00E+05,2.00E+05,100.0K,200.0K
Poker Master,2020-09-23,0.0,"100,000 .. 200,000",NGIN LIMITED,NGIN LIMITED,1.00E+05,2.00E+05,100.0K,200.0K
Chicken Invaders Universe,2022-12-15,0.0,"100,000 .. 200,000",InterAction studios,InterAction studios,1.00E+05,2.00E+05,100.0K,200.0K
Frog Fractions: Game of the Decade Edition,2020-08-02,0.0,"100,000 .. 200,000","Twinbeard, Inc.","Twinbeard, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
The Good Time Garden,2019-12-19,0.0,"100,000 .. 200,000",Coal Supper,Coal Supper,1.00E+05,2.00E+05,100.0K,200.0K
"one night, hot springs",2018-08-30,0.0,"100,000 .. 200,000",npckc,npckc,1.00E+05,2.00E+05,100.0K,200.0K
how do you Do It?,2014-01-26,0.0,"100,000 .. 200,000","Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka",none,1.00E+05,2.00E+05,100.0K,200.0K
A Raven Monologue,2018-01-11,0.0,"100,000 .. 200,000",Mojiken,Toge Productions,1.00E+05,2.00E+05,100.0K,200.0K
Super Bernie World,2020-03-09,0.0,"100,000 .. 200,000",Gamedevs for Bernie,Kitsune Games,1.00E+05,2.00E+05,100.0K,200.0K
Perfect Vermin,2020-11-06,0.0,"100,000 .. 200,000","Talia bob Mair, Angad Matharoo",ItsTheTalia,1.00E+05,2.00E+05,100.0K,200.0K
Touhou Big Big Battle,2020-04-14,0.0,"100,000 .. 200,000",MyACG Studio,MyACG Studio,1.00E+05,2.00E+05,100.0K,200.0K
Lost Lands: Mahjong,2016-03-14,0.0,"100,000 .. 200,000",FIVE-BN GAMES,FIVE-BN GAMES,1.00E+05,2.00E+05,100.0K,200.0K
Will To Live Online,2018-04-05,0.0,"100,000 .. 200,000",AlphaSoft LLC,AlphaSoft LLC,1.00E+05,2.00E+05,100.0K,200.0K
Day of the Dino: Survival,2022-10-10,0.0,"100,000 .. 200,000",Disco Entertainment,Disco Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Polity,2021-11-05,0.0,"100,000 .. 200,000",Jib Games,Jib Games,1.00E+05,2.00E+05,100.0K,200.0K
Traitors in Salem,2022-09-14,0.0,"100,000 .. 200,000",BlankMediaGames,BlankMediaGames,1.00E+05,2.00E+05,100.0K,200.0K
Project Rhombus,2017-12-07,0.0,"100,000 .. 200,000",SEROSOO,PsychoFlux Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Microsoft Allegiance,2017-09-29,0.0,"50,000 .. 100,000",Microsoft Game Studios,ZapHop Games,5.00E+04,1.00E+05,50.0K,100.0K
SAGA,2008-03-07,0.0,"50,000 .. 100,000","Silverlode Interactive, Wasatch Games",Silverlode Interactive,5.00E+04,1.00E+05,50.0K,100.0K
Modern Arena,2020-10-14,0.0,"50,000 .. 100,000",Indie,Indie,5.00E+04,1.00E+05,50.0K,100.0K
逢魔之時,2020-11-24,0.0,"50,000 .. 100,000",小狐狸工作室,小狐狸工作室,5.00E+04,1.00E+05,50.0K,100.0K
Hide and Shoot,2020-08-07,0.0,"50,000 .. 100,000","Ginga software Co.,Ltd,","Ginga software Co.,Ltd,",5.00E+04,1.00E+05,50.0K,100.0K
Goblin Rush,2020-06-24,0.0,"50,000 .. 100,000",Pixel Peanuts,Pixel Peanuts,5.00E+04,1.00E+05,50.0K,100.0K
Wetware,2021-01-07,0.0,"50,000 .. 100,000",Brainfists LLC,Brainfists LLC,5.00E+04,1.00E+05,50.0K,100.0K
Souls Lore,2020-08-20,0.0,"50,000 .. 100,000","Gotcha Gotcha Games, 道楽, KADOKAWA",Gotcha Gotcha Games,5.00E+04,1.00E+05,50.0K,100.0K
OUBEY VR - Samurai,2020-07-20,0.0,"50,000 .. 100,000",Kubikfoto GmbH,Kubikfoto GmbH,5.00E+04,1.00E+05,50.0K,100.0K
Obreno: Chapter One,2020-08-03,0.0,"50,000 .. 100,000",Out Of Time Interactive,Out Of Time Interactive,5.00E+04,1.00E+05,50.0K,100.0K
傲剑情缘,2020-11-13,0.0,"50,000 .. 100,000",上海奇速网络科技有限公司,上海奇速网络科技有限公司,5.00E+04,1.00E+05,50.0K,100.0K
Javols VR,2020-12-01,0.0,"50,000 .. 100,000",IGO,Région Occitanie -  Direction de la Culture et du Patrimoine et Direction des systèmes d’information et des usages numériques,5.00E+04,1.00E+05,50.0K,100.0K
Ultikill,2020-12-06,0.0,"50,000 .. 100,000",SungamingStudios,Ishan Dutta,5.00E+04,1.00E+05,50.0K,100.0K
READY AIM FIRE,2020-09-14,0.0,"50,000 .. 100,000",VRillAR,VRillAR,5.00E+04,1.00E+05,50.0K,100.0K
Seditionis: Tower Defense,2020-11-18,0.0,"50,000 .. 100,000","Dragonflare Studios, Dragonfire Studios",Dragonflare Studios,5.00E+04,1.00E+05,50.0K,100.0K
Объемная История,2020-10-09,0.0,"50,000 .. 100,000",VRT,VRT,5.00E+04,1.00E+05,50.0K,100.0K
All-Time Battle,2020-10-24,0.0,"50,000 .. 100,000","Broken Bunny Studios, Inc","Broken Bunny Studios, Inc",5.00E+04,1.00E+05,50.0K,100.0K
Superstar Hero,2019-06-13,0.0,"50,000 .. 100,000",DJ Omnimaga Music,DJ Omnimaga Music,5.00E+04,1.00E+05,50.0K,100.0K
Flatline,2020-08-25,0.0,"50,000 .. 100,000",T-Hex,DigiPen Institute of Technology,5.00E+04,1.00E+05,50.0K,100.0K
SOLRAVEN,2016-03-01,0.0,"50,000 .. 100,000",Inception Soft,Inception Soft,5.00E+04,1.00E+05,50.0K,100.0K
Age of ilcoin VR : Retribution,2020-12-01,0.0,"50,000 .. 100,000","ILCOIN Development team, Focka Games",Focka Games,5.00E+04,1.00E+05,50.0K,100.0K
Cube Conflict,2023-02-15,0.0,"50,000 .. 100,000",Jean Onche,Jean Onche,5.00E+04,1.00E+05,50.0K,100.0K
Debugger 3.16 // Recoded // Despair of the Developer Edition,2020-10-19,0.0,"50,000 .. 100,000",Spiderwork Games,Spiderwork Games,5.00E+04,1.00E+05,50.0K,100.0K
Crucible,2020-04-03,0.0,"50,000 .. 100,000",TriScale,DigiPen Institute of Technology,5.00E+04,1.00E+05,50.0K,100.0K
nightmAR Protocol,2020-08-25,0.0,"50,000 .. 100,000",Giancarlo Gioielli,Nexima Games,5.00E+04,1.00E+05,50.0K,100.0K
Parked In The Dark,2020-09-01,0.0,"50,000 .. 100,000",Black Curtain Studio,Black Curtain Studio,5.00E+04,1.00E+05,50.0K,100.0K
时之扉,2019-06-11,0.0,"50,000 .. 100,000",JT Interactive Entertainment,JT Interactive Entertainment,5.00E+04,1.00E+05,50.0K,100.0K
FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER,2018-06-07,0.0,"50,000 .. 100,000",Square Enix,Square Enix,5.00E+04,1.00E+05,50.0K,100.0K
Pair-a-Site,2019-12-27,0.0,"50,000 .. 100,000",Elliott Strait,DigiPen Institute of Technology,5.00E+04,1.00E+05,50.0K,100.0K
BeanVR—The Social VR APP,2017-05-31,0.0,"50,000 .. 100,000",Shenzhen BeanVR Technology Co.Ltd,Shenzhen BeanVR Technology Co.Ltd,5.00E+04,1.00E+05,50.0K,100.0K
Avem33,2017-08-04,0.0,"50,000 .. 100,000",WaVR,WaVR,5.00E+04,1.00E+05,50.0K,100.0K
Pararea--Social VR for Everyone (Beta),2017-09-15,0.0,"50,000 .. 100,000",Metaverse,Metaverse,5.00E+04,1.00E+05,50.0K,100.0K
Astro Sentai Jarbonder,2020-12-14,0.0,"50,000 .. 100,000",ipei_retland,ipei_retland,5.00E+04,1.00E+05,50.0K,100.0K
Freaky Clown : Town Mystery,2020-12-27,0.0,"50,000 .. 100,000",Z & K Games,Z & K Games,5.00E+04,1.00E+05,50.0K,100.0K
Eclipse --- Defending the motherland,2016-05-26,0.0,"50,000 .. 100,000",Hangzhou NezhaGames,Hangzhou NezhaGames,5.00E+04,1.00E+05,50.0K,100.0K
Andromeda One Zombies,2020-07-15,0.0,"50,000 .. 100,000",Yann GEFFROTIN,Yann GEFFROTIN,5.00E+04,1.00E+05,50.0K,100.0K
Tiny Toyfare,2017-10-18,0.0,"50,000 .. 100,000",Super Suite Studios,Super Suite Studios,5.00E+04,1.00E+05,50.0K,100.0K
Das Balkonzimmer,2020-12-02,0.0,"50,000 .. 100,000",FLO-server,FLO-server,5.00E+04,1.00E+05,50.0K,100.0K
Magicians' Legacy: Prologue,2021-04-06,0.0,"50,000 .. 100,000",Greenolor Studio,Greenolor Studio,5.00E+04,1.00E+05,50.0K,100.0K
Astra,2020-05-26,0.0,"50,000 .. 100,000",DigiPen Europe-Bilbao,DigiPen Institute of Technology,5.00E+04,1.00E+05,50.0K,100.0K
Pandum online,2016-09-16,0.0,"50,000 .. 100,000",Electronic Experience,Electronic Experience,5.00E+04,1.00E+05,50.0K,100.0K
