Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
江湖群雄传,2022-08-04,9.99,"0 .. 20,000",黑白牛游戏,黑白牛游戏,0.00E+00,2.00E+04,0,20.0K
The Lost City Of Malathedra,2008-11-01,7.99,"0 .. 20,000",Ethereal Darkness Interactive,Strategy First,0.00E+00,2.00E+04,0,20.0K
Super ComboMan: Smash Edition,2017-08-22,14.99,"0 .. 20,000",Interabang Entertainment,Flashman Games,0.00E+00,2.00E+04,0,20.0K
THOSE DAMN ALIENS! VR,2017-02-14,7.99,"0 .. 20,000",Deceptive Games,Deceptive Games,0.00E+00,2.00E+04,0,20.0K
THE LAST HUNT,2018-02-22,19.99,"0 .. 20,000",Chickenpig Software,Texas Interactive,0.00E+00,2.00E+04,0,20.0K
Business Tycoon Billionaire,2018-07-05,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,2.00E+04,0,20.0K
Telekinetic,2018-12-17,4.99,"0 .. 20,000",AntonyStiv,AntonyStiv,0.00E+00,2.00E+04,0,20.0K
那美克星人,2020-02-02,0.99,"0 .. 20,000",杰游科技,杰游科技,0.00E+00,2.00E+04,0,20.0K
Revolution Diabolique,2022-02-24,8.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,2.00E+04,0,20.0K
Ninety Days,2021-02-26,3.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0.00E+00,2.00E+04,0,20.0K
Spy Network,2022-05-20,15.99,"0 .. 20,000",2xDal,2xDal,0.00E+00,2.00E+04,0,20.0K
Mission Control: NanoMech,2014-12-17,8.99,"0 .. 20,000",WisdomTools,WisdomTools,0.00E+00,2.00E+04,0,20.0K
Best of Us,2016-04-22,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,2.00E+04,0,20.0K
Leveron Space,2016-05-18,0.99,"0 .. 20,000","Hunter Games Australia, Hunter Games Studio China",Hunter Software Pty Ltd Australia,0.00E+00,2.00E+04,0,20.0K
Flynn and Freckles,2018-09-07,9.99,"0 .. 20,000",Rookie Hero Games,Rookie Hero Games,0.00E+00,2.00E+04,0,20.0K
Easter!,2019-02-13,0.99,"0 .. 20,000",FG,FG,0.00E+00,2.00E+04,0,20.0K
Water Drift,2021-05-02,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,2.00E+04,0,20.0K
"Oh, Dungeon Master",2021-10-01,0.99,"0 .. 20,000",Sweet Games,Sweet Games,0.00E+00,2.00E+04,0,20.0K
Forest,2022-01-20,1.99,"0 .. 20,000",IbisGames,IbisGames,0.00E+00,2.00E+04,0,20.0K
Terminal Hacker - Into the Deep,2015-10-30,1.99,"0 .. 20,000",SecuritySession.com,SecuritySession.com,0.00E+00,2.00E+04,0,20.0K
The Searcher Wild West Adventure,2018-07-12,0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,2.00E+04,0,20.0K
ROAD HOMEWARD 3 underwater world,2019-07-29,1.99,"0 .. 20,000",OFF1C1AL,OFF1C1AL,0.00E+00,2.00E+04,0,20.0K
Evil Manor,2020-10-28,14.99,"0 .. 20,000",Rif Game Studio,Rif Game Studio,0.00E+00,2.00E+04,0,20.0K
Street Football,2021-01-07,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,2.00E+04,0,20.0K
Planets Battle,2021-05-03,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,2.00E+04,0,20.0K
PROPHECY OF THE NUN,2021-08-28,6.99,"0 .. 20,000",Akif Numan Altiner,NarTech,0.00E+00,2.00E+04,0,20.0K
Violation,2021-12-15,,"0 .. 20,000",FiveDead Interactive Inc.,FiveDead Interactive Inc.,0.00E+00,2.00E+04,0,20.0K
Heroes Never Die,2017-07-07,19.99,"0 .. 20,000",FrostbiteGames,FrostbiteGames,0.00E+00,2.00E+04,0,20.0K
魔王村长和杂货店-Hero Village Simulator,2018-02-22,2.99,"0 .. 20,000",Smelter,Smelter,0.00E+00,2.00E+04,0,20.0K
Achievement Collector: Dog,2019-01-25,0.99,"0 .. 20,000",QUIKIN Games,QUIKIN Games,0.00E+00,2.00E+04,0,20.0K
The Sorceress,2017-02-01,4.99,"0 .. 20,000",Karabas_Studio,Karabas_Studio,0.00E+00,2.00E+04,0,20.0K
Forgotten Faces,2017-07-25,5.99,"0 .. 20,000",Volens Nolens Games,Volens Nolens Games,0.00E+00,2.00E+04,0,20.0K
Urban Legends : The Dry Body,2019-08-21,0.99,"0 .. 20,000",Nogza Studios,Nogza Studios,0.00E+00,2.00E+04,0,20.0K
Crappy Tube,2018-12-06,4.99,"0 .. 20,000",KY,StarK Software,0.00E+00,2.00E+04,0,20.0K
Twenty One,2018-09-28,0.49,"0 .. 20,000",Softwaves Mini,HandMade Games,0.00E+00,2.00E+04,0,20.0K
Tearstone,2011-05-30,5.99,"0 .. 20,000",Dragons Eye Studio,Impossible Mystery Games,0.00E+00,2.00E+04,0,20.0K
Christmas Carol,2018-11-19,9.99,"0 .. 20,000",Solid Dev,Libredia,0.00E+00,2.00E+04,0,20.0K
Digging Dragon,2019-03-01,,"0 .. 20,000",Gamenesis,Gamenesis,0.00E+00,2.00E+04,0,20.0K
Computer Physics Simulator 2020,2020-03-31,1.99,"0 .. 20,000",Technologies&Simulators,Technologies&Simulators,0.00E+00,2.00E+04,0,20.0K
The Orphan A Tale of An Errant Ghost - Hidden Object Game,2020-01-06,1.99,"0 .. 20,000",Deertwig Studio,Deertwig Studio,0.00E+00,2.00E+04,0,20.0K
Morph Space,2021-02-27,0.99,"0 .. 20,000",W,W,0.00E+00,2.00E+04,0,20.0K
HoD: On open seas,2016-12-24,0.99,"0 .. 20,000",Pirate goup media,Pirate group media,0.00E+00,2.00E+04,0,20.0K
REVOLT 1917,2018-04-11,1.99,"0 .. 20,000",juhbee,juhbee,0.00E+00,2.00E+04,0,20.0K
Viking Warrior,2021-01-19,3.99,"0 .. 20,000",VikingWarrior,VikingWarrior,0.00E+00,2.00E+04,0,20.0K
GHOUL,2018-06-05,19.99,"0 .. 20,000",Miracle Studio,Miracle Studio,0.00E+00,2.00E+04,0,20.0K
Achievement Collector: Space,2018-10-09,0.99,"0 .. 20,000",QUIKIN Games,QUIKIN Games,0.00E+00,2.00E+04,0,20.0K
Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,2015-05-28,6.99,"0 .. 20,000",Space Monkey International,1C Online Games,0.00E+00,2.00E+04,0,20.0K
Final Cut: Death on the Silver Screen Collector's Edition,2016-08-25,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Royal Detective: The Lord of Statues Collector's Edition,2016-11-23,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Convicted Galaxy,2017-02-09,14.99,"0 .. 20,000",Mind Grown Software,Mind Grown Software,0.00E+00,2.00E+04,0,20.0K
Dark Cases: The Blood Ruby Collector's Edition,2017-01-11,9.99,"0 .. 20,000",Boolat Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Spirits of Mystery: Song of the Phoenix Collector's Edition,2017-02-16,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Queen's Tales: The Beast and the Nightingale Collector's Edition,2017-03-15,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Easy Magic,2017-03-27,1.99,"0 .. 20,000",Dream Real,Dream Real,0.00E+00,2.00E+04,0,20.0K
Midnight Calling: Anabel Collector's Edition,2017-04-06,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Witch Hunters: Stolen Beauty Collector's Edition,2017-03-06,9.99,"0 .. 20,000",Top Evidence Studio,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Web of Deceit: Black Widow Collector's Edition,2017-03-13,9.99,"0 .. 20,000",Blam! Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Punished Talents: Seven Muses Collector's Edition,2017-03-31,9.99,"0 .. 20,000",Blam! Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Royal Detective: Queen of Shadows Collector's Edition,2017-06-09,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Cube Creatures,2017-07-28,1.99,"0 .. 20,000",Chu Xiaosong,Chu Xiaosong,0.00E+00,2.00E+04,0,20.0K
European Mystery: The Face of Envy Collector's Edition,2017-09-05,9.99,"0 .. 20,000",Blam! Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Skeleton Sprint,2019-09-16,1.99,"0 .. 20,000","ScTiger, Delta",ScTiger,0.00E+00,2.00E+04,0,20.0K
Storms of Shambhala,2017-10-11,9.99,"0 .. 20,000",Corwin Peters,Mythos Method,0.00E+00,2.00E+04,0,20.0K
Timeless: The Lost Castle,2017-10-16,9.99,"0 .. 20,000",Boolat Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Lost Home,2017-12-01,7.99,"0 .. 20,000",Lunar Collapse,Lunar Collapse,0.00E+00,2.00E+04,0,20.0K
Find Pixel,2017-11-06,2.99,"0 .. 20,000",Denis Mikheikin,Denis Mikheikin,0.00E+00,2.00E+04,0,20.0K
The Francy Droo & Friends Collection,2017-12-05,5.99,"0 .. 20,000","Oh, a Rock! Studios","Oh, a Rock! Studios",0.00E+00,2.00E+04,0,20.0K
Talsaluq: Tower of Infinity,2017-12-15,0.99,"0 .. 20,000",Legion Ivory,Black Water,0.00E+00,2.00E+04,0,20.0K
The Balloonist: Beyond the Clouds.,2017-11-27,0.99,"0 .. 20,000","Pandamonium Games Design, Main Leaf",Pandamonium Games Design,0.00E+00,2.00E+04,0,20.0K
Alien Mayhem,2017-12-20,9.99,"0 .. 20,000",Supa Serious,Supa Serious,0.00E+00,2.00E+04,0,20.0K
Crystals and Curses,2018-03-30,0.0,"0 .. 20,000",Leapdoctor Games,Leapdoctor Games,0.00E+00,2.00E+04,0,20.0K
AI Anomaly,2018-02-01,1.99,"0 .. 20,000",Julian Henley,Indie Retro Games,0.00E+00,2.00E+04,0,20.0K
Stick Adventures: Wizard Madness: Chapter 1,2018-01-28,2.99,"0 .. 20,000",Renegade Games,Renegade Games,0.00E+00,2.00E+04,0,20.0K
Guiding Hand VR,2018-03-07,4.99,"0 .. 20,000",Winter's Chill Studio,Winter's Chill Studio,0.00E+00,2.00E+04,0,20.0K
Love Chronicles: Salvation Collector's Edition,2018-03-02,9.99,"0 .. 20,000",Vendel Games,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
varBlocks,2018-03-19,1.99,"0 .. 20,000",Parallel Intersection Studio,Parallel Intersection Studio,0.00E+00,2.00E+04,0,20.0K
Fairly Certain Doom,2018-04-03,1.99,"0 .. 20,000",Cosmic Pictures,Cosmic Pictures,0.00E+00,2.00E+04,0,20.0K
Shadow Wolf Mysteries: Cursed Wedding Collector's Edition,2018-04-30,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Inzo,2018-04-27,0.99,"0 .. 20,000",Ethernia Productions,Ethernia Productions,0.00E+00,2.00E+04,0,20.0K
Тридевятые земли(Свет или тьма),2018-05-20,1.99,"0 .. 20,000",Играем вместе,Играем вместе,0.00E+00,2.00E+04,0,20.0K
Love Story: The Way Home,2018-06-08,6.99,"0 .. 20,000",Media Art,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Vosaria: Lair of the Forgotten,2018-06-22,9.99,"0 .. 20,000",Johnny Ostad,Johnny Ostad,0.00E+00,2.00E+04,0,20.0K
Maestro: Music from the Void Collector's Edition,2018-07-11,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
WISGR,2018-07-06,7.99,"0 .. 20,000",GukLabs,GukLabs,0.00E+00,2.00E+04,0,20.0K
A Gentlemanly Adventure,2018-11-02,2.99,"0 .. 20,000",Not Chicken Games,Not Chicken Games,0.00E+00,2.00E+04,0,20.0K
Crime Stories : Days of Vengeance,2018-07-21,2.99,"0 .. 20,000",e-FunSoft Games,e-FunSoft Games,0.00E+00,2.00E+04,0,20.0K
Chrono Project,2020-06-30,7.99,"0 .. 20,000",Ward Dehairs,Ward Dehairs,0.00E+00,2.00E+04,0,20.0K
Captain:Training,2018-08-01,6.99,"0 .. 20,000",Global defense company,Global defense company,0.00E+00,2.00E+04,0,20.0K
BigBoy - Visual Novel,2018-06-23,1.99,"0 .. 20,000",Mete Ozguz,Mete Ozguz,0.00E+00,2.00E+04,0,20.0K
Dungeons and Dinners,2018-10-14,0.99,"0 .. 20,000",Dobest Studio,Dobest Studio,0.00E+00,2.00E+04,0,20.0K
Suitchi,2018-10-25,0.99,"0 .. 20,000",GuruWorks,GuruWorks,0.00E+00,2.00E+04,0,20.0K
В поисках Атлантиды,2018-11-01,1.99,"0 .. 20,000",Dmitr Che,Dmitr Che,0.00E+00,2.00E+04,0,20.0K
Doctor Tsunami,2018-11-17,5.99,"0 .. 20,000",BoolDog Games,Aedis Games Inc.,0.00E+00,2.00E+04,0,20.0K
Shadow Wolf Mysteries: Under the Crimson Moon Collector's Edition,2018-11-27,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Arcane Domains,2019-02-27,1.99,"0 .. 20,000",QuickAdventures,QuickAdventures,0.00E+00,2.00E+04,0,20.0K
Maestro: Dark Talent Collector's Edition,2019-01-25,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Slave RPG,2019-03-27,4.99,"0 .. 20,000",Rising Sun Interactive,Rising Sun Interactive,0.00E+00,2.00E+04,0,20.0K
Book of Eos,2019-03-15,2.99,"0 .. 20,000",Dragon's Layer Productions,Dragon's Layer Productions,0.00E+00,2.00E+04,0,20.0K
Mortadelo y Filemón: La banda de Corvino,2003-11-26,11.99,"0 .. 20,000",Alcachofa Soft,Erbe Software,0.00E+00,2.00E+04,0,20.0K
Save Thine Kingdom,2019-03-05,9.99,"0 .. 20,000",Primarch Interactive,Primarch Interactive,0.00E+00,2.00E+04,0,20.0K
Shawy Adventures,2019-06-13,3.99,"0 .. 20,000",Ice Wizard Studio,Ice Wizard Studio,0.00E+00,2.00E+04,0,20.0K
Retro Rockets,2019-08-02,12.99,"0 .. 20,000",Emissive Games,Emissive Games,0.00E+00,2.00E+04,0,20.0K
EURGAVA: Tomb of Senza,2019-04-05,9.99,"0 .. 20,000",Ibrahim Indra Baskara,Ibrahim Indra Baskara,0.00E+00,2.00E+04,0,20.0K
Logical Now!,2019-04-12,4.99,"0 .. 20,000",Thomas Scholl,virtuell werk,0.00E+00,2.00E+04,0,20.0K
Beraltors,2019-05-15,19.99,"0 .. 20,000",Phair Games,"Phair Games, Greystone Games",0.00E+00,2.00E+04,0,20.0K
Buckler 2,2019-02-14,3.99,"0 .. 20,000",AploveStudio,AploveStudio,0.00E+00,2.00E+04,0,20.0K
Run Jump Rabbit Turtle,2019-07-29,4.99,"0 .. 20,000",Badwrong Games LLC,Badwrong Games LLC,0.00E+00,2.00E+04,0,20.0K
HOLY COW! Milking Simulator,2021-12-02,9.99,"0 .. 20,000",Space Boat Studios,Space Boat Studios,0.00E+00,2.00E+04,0,20.0K
Herakles and the Princess of Troy,2019-07-01,9.99,"0 .. 20,000",Becker Games,Becker Games,0.00E+00,2.00E+04,0,20.0K
Don't Go into the Woods,2019-07-01,2.99,"0 .. 20,000",Clecota Games,Clecota Games,0.00E+00,2.00E+04,0,20.0K
PrimeOrbial,2019-07-16,4.99,"0 .. 20,000","RainbowVerse, LLC",Self,0.00E+00,2.00E+04,0,20.0K
The Hunter's Journals - Vile Philosophy,2019-07-15,5.99,"0 .. 20,000",Grindwheel Games,Grindwheel Games,0.00E+00,2.00E+04,0,20.0K
Simgirls: Lovemore College RPG,2019-08-02,2.99,"0 .. 20,000",Blackspears Media Inc.,Blackspears Media Inc.,0.00E+00,2.00E+04,0,20.0K
Tokyo Wizard,2016-12-16,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,2.00E+04,0,20.0K
The Gadget Twins,2019-08-20,2.79,"0 .. 20,000",Imagitec Design,"Piko Interactive LLC, Bleem!",0.00E+00,2.00E+04,0,20.0K
Switchblade,2019-08-22,2.79,"0 .. 20,000","Core Design, Gremlin Interactive","Piko Interactive LLC, Bleem!",0.00E+00,2.00E+04,0,20.0K
Project SolarBot,2019-09-06,5.99,"0 .. 20,000",Inferno,Inferno,0.00E+00,2.00E+04,0,20.0K
Grey: An Alien Dream,2020-02-14,2.99,"0 .. 20,000",Alex Peragine,2PIXELS Games,0.00E+00,2.00E+04,0,20.0K
City Gangs War in Miami,2019-09-09,0.99,"0 .. 20,000",Polantronic,Polantronic,0.00E+00,2.00E+04,0,20.0K
腾起之蛇,2019-10-15,7.99,"0 .. 20,000",炎帝归乡,炎帝归乡,0.00E+00,2.00E+04,0,20.0K
Teragard,2019-10-03,5.99,"0 .. 20,000",Michael Squirrel,Michael Squirrel,0.00E+00,2.00E+04,0,20.0K
MAD Maze,2019-10-14,1.99,"0 .. 20,000",MAD Dev Studio,MAD Dev Studio,0.00E+00,2.00E+04,0,20.0K
TORINTO,2019-10-17,2.99,"0 .. 20,000",LEAF TEAM GAMES,LEAF TEAM GAMES,0.00E+00,2.00E+04,0,20.0K
Legend of Everything,2019-11-08,11.99,"0 .. 20,000",Kidalang,Culture Select,0.00E+00,2.00E+04,0,20.0K
Cahertis,2022-08-16,5.99,"0 .. 20,000",RedPhial Games,RedPhial Games,0.00E+00,2.00E+04,0,20.0K
Whispered Secrets: Dreadful Beauty Collector's Edition,2019-11-08,9.99,"0 .. 20,000",Grandma Studios,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Jack-O-Lantern Covers of Darkness,2019-12-10,15.0,"0 .. 20,000","Strawberry Game Studios, LLC","Strawberry Game Studios, LLC",0.00E+00,2.00E+04,0,20.0K
Night Witch: 588,2020-01-31,3.99,"0 .. 20,000",OKSoft,OKSoft,0.00E+00,2.00E+04,0,20.0K
Tale of the Gallant Jiraiya,2019-12-26,10.99,"0 .. 20,000",Brave Rock Games,Brave Rock Games,0.00E+00,2.00E+04,0,20.0K
Reach Coin,2019-12-24,0.99,"0 .. 20,000",Paulo Henrique Pedrassi,Paulo Henrique Pedrassi,0.00E+00,2.00E+04,0,20.0K
This Is Not The End,2020-03-31,4.99,"0 .. 20,000",Cracked Egg,Cracked Egg,0.00E+00,2.00E+04,0,20.0K
The Big Heap,2020-02-20,,"0 .. 20,000","Gambit Games Studio, LLC","Gambit Games Studio, LLC",0.00E+00,2.00E+04,0,20.0K
Jesus Christ RPG: Lucifer,2020-04-01,2.99,"0 .. 20,000",Wholetone Games,Wholetone Games,0.00E+00,2.00E+04,0,20.0K
A Week In The Cold,2020-06-26,3.99,"0 .. 20,000",Björn Ståhl,Björn Ståhl,0.00E+00,2.00E+04,0,20.0K
Sayonara Electric,2020-12-23,9.99,"0 .. 20,000",KaminGames,KaminGames,0.00E+00,2.00E+04,0,20.0K
Suli Fallen Harmony,2020-06-23,,"0 .. 20,000",Coutal Games,Coutal Prod,0.00E+00,2.00E+04,0,20.0K
As Aventuras do Cueca Listrada,2022-07-12,0.89,"0 .. 20,000",Carlos Martins,Carlos Martins - Blue Crab,0.00E+00,2.00E+04,0,20.0K
The Forsaken Ruins,2020-05-27,2.99,"0 .. 20,000",SelfMadeGames,SelfMadeGames,0.00E+00,2.00E+04,0,20.0K
Shikari Rising,2020-06-25,4.99,"0 .. 20,000",BlosSum Games,BlosSum Games,0.00E+00,2.00E+04,0,20.0K
Winter's Trumpet,2020-06-03,1.99,"0 .. 20,000",Sun Labyrinth,Sun Labyrinth,0.00E+00,2.00E+04,0,20.0K
No Cure,2020-07-09,0.99,"0 .. 20,000",Grade 9 Games,Grade 9 Games,0.00E+00,2.00E+04,0,20.0K
Orb Overload,2021-02-26,7.99,"0 .. 20,000",Mick Sengers,Mick Sengers,0.00E+00,2.00E+04,0,20.0K
Stalker,2020-07-28,0.99,"0 .. 20,000","NetBit @UW, UWNBoundless",NetBit @UW,0.00E+00,2.00E+04,0,20.0K
Adriatic Pizza,2021-05-28,4.99,"0 .. 20,000",Samson Auroux,Samson Auroux,0.00E+00,2.00E+04,0,20.0K
Worlds Align: Deadly Dream Collector's Edition,2020-07-17,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Die drei Freunde von der Reitschule,2007-10-15,5.99,"0 .. 20,000",Caipirinha Games GmbH,ShareX Team,0.00E+00,2.00E+04,0,20.0K
Voyager,2022-01-14,4.99,"0 .. 20,000",Toleap Consulting AB,Toleap Consulting AB,0.00E+00,2.00E+04,0,20.0K
ヨガって！奥様,2020-08-18,29.99,"0 .. 20,000",TRYSET,Far East Studio,0.00E+00,2.00E+04,0,20.0K
Squaxel,2020-08-03,0.99,"0 .. 20,000",Asuna Marie,Asuna Marie,0.00E+00,2.00E+04,0,20.0K
One Drunken Knight,2022-11-23,9.99,"0 .. 20,000","Professional Imagination, Captainsteff",Professional Imagination,0.00E+00,2.00E+04,0,20.0K
Manalith,2021-01-29,5.99,"0 .. 20,000",Spinfoam Games,Spinfoam Games,0.00E+00,2.00E+04,0,20.0K
Tales of Esferia: Araxis,2020-09-30,7.99,"0 .. 20,000",Arctic Pixels,Arctic Pixels,0.00E+00,2.00E+04,0,20.0K
Alice Sisters,2020-09-07,9.99,"0 .. 20,000",OrionSoft,OrionSoft,0.00E+00,2.00E+04,0,20.0K
Arc Wizards 2,2020-09-21,5.99,"0 .. 20,000",Nacks Soft,Nacks Soft,0.00E+00,2.00E+04,0,20.0K
Iron Reckoning,2020-11-05,14.99,"0 .. 20,000",RobProductions,RobProductions,0.00E+00,2.00E+04,0,20.0K
Abiko The Miko,2020-09-30,7.99,"0 .. 20,000",Nacks Soft,Nacks Soft,0.00E+00,2.00E+04,0,20.0K
CITY - 909,2020-10-30,8.99,"0 .. 20,000",Alexandr,Games - 909,0.00E+00,2.00E+04,0,20.0K
Mr. Hibbl,2020-10-30,4.99,"0 .. 20,000",ThiGames,ThiGames,0.00E+00,2.00E+04,0,20.0K
Temple Hunters,2021-07-21,10.99,"0 .. 20,000",NielsDev,NielsDev,0.00E+00,2.00E+04,0,20.0K
Castle of the Land,2020-11-26,0.99,"0 .. 20,000",Grade 9 Games,Grade 9 Games,0.00E+00,2.00E+04,0,20.0K
Shredded Secrets,2020-12-07,4.99,"0 .. 20,000","Girls Make Games, Team Sarcastic Shark Clouds","Girls Make Games, LearnDistrict Inc.",0.00E+00,2.00E+04,0,20.0K
The Trap,2020-12-15,1.99,"0 .. 20,000",Technolomics,Technolomics,0.00E+00,2.00E+04,0,20.0K
Orbi's chronicles,2022-02-08,7.99,"0 .. 20,000",Imperial Dynamics,Imperial Dynamics,0.00E+00,2.00E+04,0,20.0K
The Astronomy Game,2021-01-12,0.99,"0 .. 20,000",Matthew Pena,Matthew Pena,0.00E+00,2.00E+04,0,20.0K
Mana Gloom,2020-12-29,0.49,"0 .. 20,000",Sarynth,Sarynth,0.00E+00,2.00E+04,0,20.0K
Exo,2021-07-01,9.99,"0 .. 20,000",Superframe,Superframe,0.00E+00,2.00E+04,0,20.0K
Hell's Revenge 3D,2020-12-29,1.99,"0 .. 20,000",Fernando Garrido,Fernando Garrido,0.00E+00,2.00E+04,0,20.0K
Road To Adventure!,2020-12-21,1.99,"0 .. 20,000",LateNightCoffee,LateNightCoffee,0.00E+00,2.00E+04,0,20.0K
Casual Commando,2021-01-30,0.99,"0 .. 20,000",Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,0.00E+00,2.00E+04,0,20.0K
Swiss Alps Jigsaw Puzzles,2021-02-13,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,2.00E+04,0,20.0K
Cats In Space,2021-02-17,2.99,"0 .. 20,000",Jan Radtke,Jan Radtke,0.00E+00,2.00E+04,0,20.0K
The Curse of Illmoore Bay,2021-01-25,14.99,"0 .. 20,000",Second Dimension,Second Dimension,0.00E+00,2.00E+04,0,20.0K
Hack Jump,2021-02-19,2.99,"0 .. 20,000",Tristan,Tristan,0.00E+00,2.00E+04,0,20.0K
Adam The Storyteller,2021-06-24,6.99,"0 .. 20,000",Maciej Pacuszka,Maciej Pacuszka,0.00E+00,2.00E+04,0,20.0K
重叠·前夜谭：猫与少女,2021-03-19,1.99,"0 .. 20,000",顽童计划,顽童计划,0.00E+00,2.00E+04,0,20.0K
Doge to the Moon,2021-03-19,2.0,"0 .. 20,000",The Wilburnness,The Wilburnness,0.00E+00,2.00E+04,0,20.0K
Spellbound : The Magic Within,2022-09-01,12.99,"0 .. 20,000",Wyrdren Games,Wyrdren Games,0.00E+00,2.00E+04,0,20.0K
Reflections of Life: Meridiem Collector's Edition,2021-08-06,13.99,"0 .. 20,000",GrandMA Studios,Big Fish Games,0.00E+00,2.00E+04,0,20.0K
Mortal and Monster,2021-06-21,19.99,"0 .. 20,000","Bitsrealm Technology, Chemera Games",Bitsrealm Technology,0.00E+00,2.00E+04,0,20.0K
Yupi,2021-05-31,2.99,"0 .. 20,000","Isaac Ortega, Rafael Gonzalez-Otoya B.",Netdreams - Regob EIRL,0.00E+00,2.00E+04,0,20.0K
The Black Hole,2021-05-31,9.99,"0 .. 20,000",Fisheep Studio,Fisheep Studio,0.00E+00,2.00E+04,0,20.0K
Terra Earth,2021-05-12,3.99,"0 .. 20,000",David M Tippy,David M Tippy,0.00E+00,2.00E+04,0,20.0K
Too Many Zombies!,2021-10-26,9.99,"0 .. 20,000",Derin,Derin,0.00E+00,2.00E+04,0,20.0K
Red Man,2021-06-29,0.99,"0 .. 20,000",Madkang,Madkang,0.00E+00,2.00E+04,0,20.0K
CLOSED HANDS,2021-10-04,5.99,"0 .. 20,000",PASSENGER,PASSENGER,0.00E+00,2.00E+04,0,20.0K
Mollycoddle Mayhem,2022-07-14,13.99,"0 .. 20,000",Cozy Campfire Games,Cozy Campfire Games,0.00E+00,2.00E+04,0,20.0K
Twinstick Arcade,2021-07-16,3.99,"0 .. 20,000",Aquinas Games,Aquinas Games,0.00E+00,2.00E+04,0,20.0K
Agent Roswell : Tactics,2022-04-01,5.99,"0 .. 20,000",Blue Horizon Studios Ltd,Blue Horizon Studios Ltd,0.00E+00,2.00E+04,0,20.0K
Am Madness,2021-08-27,3.99,"0 .. 20,000",James Stringer,Digital Crypt,0.00E+00,2.00E+04,0,20.0K
Dwarves: build and survive,2021-08-18,3.99,"0 .. 20,000",Merragamm,Merragamm,0.00E+00,2.00E+04,0,20.0K
The Majesti,2021-10-07,7.99,"0 .. 20,000",Wise Dad Games,Wise Dad Games,0.00E+00,2.00E+04,0,20.0K
Watermelon Country,2021-08-19,0.99,"0 .. 20,000",Emily Savage,Emily Savage,0.00E+00,2.00E+04,0,20.0K
Inferno,2022-04-29,6.99,"0 .. 20,000",Blue Vertex,Blue Vertex,0.00E+00,2.00E+04,0,20.0K
Book of Adventum,2022-02-18,17.99,"0 .. 20,000",Dark Amber Softworks,Kuusan Kino,0.00E+00,2.00E+04,0,20.0K
Yarn,2021-09-06,3.99,"0 .. 20,000",Nathan Whitehead,Nathan Whitehead,0.00E+00,2.00E+04,0,20.0K
Puzzle Box,2021-08-23,9.99,"0 .. 20,000",BrainVM Games,BrainVM Games,0.00E+00,2.00E+04,0,20.0K
MONSTER SLAYER,2021-06-23,3.99,"0 .. 20,000",XX,XX,0.00E+00,2.00E+04,0,20.0K
