Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Mr. Bree+,2013-11-26,2.99,"20,000 .. 50,000",TawStudio Entertainment,TawStudio Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Witch's Pranks: Frog's Fortune Collector's Edition,2015-01-15,6.99,"20,000 .. 50,000",Shaman Games Studio,HH-Games,2.00E+04,5.00E+04,20.0K,50.0K
Inbetween Land,2015-02-19,6.99,"20,000 .. 50,000",Specialbit Studio,Specialbit Studio,2.00E+04,5.00E+04,20.0K,50.0K
Sakura Magical Girls,2017-02-23,9.99,"20,000 .. 50,000",Winged Cloud,Winged Cloud,2.00E+04,5.00E+04,20.0K,50.0K
Meridian 157: Chapter 3,2021-07-29,3.99,"20,000 .. 50,000",NovaSoft Interactive Ltd.,NovaSoft Interactive Ltd.,2.00E+04,5.00E+04,20.0K,50.0K
Divine Slice of Life,2015-10-22,12.99,"20,000 .. 50,000",Dharker Studio,Dharker Studios Ltd,2.00E+04,5.00E+04,20.0K,50.0K
Magical Valkyrie Lyristia,2021-07-16,14.99,"20,000 .. 50,000",ShiBoo!,Kagura Games,2.00E+04,5.00E+04,20.0K,50.0K
Project Wunderwaffe,2022-10-10,14.99,"20,000 .. 50,000",Gameparic,Gameparic,2.00E+04,5.00E+04,20.0K,50.0K
S.O.T.A 2,2021-07-14,4.99,"20,000 .. 50,000",S.O.T.A Games,S.O.T.A Games,2.00E+04,5.00E+04,20.0K,50.0K
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2014-07-17,5.99,"20,000 .. 50,000",Nerd Monkeys,Nerd Monkeys,2.00E+04,5.00E+04,20.0K,50.0K
Halftime Heroes,2022-03-11,2.99,"20,000 .. 50,000",Bigboot Studios,Bigboot Studios,2.00E+04,5.00E+04,20.0K,50.0K
Usotsuki Game / 谎言游戏,2018-03-16,1.99,"20,000 .. 50,000",Studio Wasabi,"Pujia8 Studio, Gamera Game",2.00E+04,5.00E+04,20.0K,50.0K
Million Dungeon,2020-06-11,12.99,"20,000 .. 50,000",TallRoad Studio,"Boke Technology Co., Ltd",2.00E+04,5.00E+04,20.0K,50.0K
"Destiny's Princess: A War Story, A Love Story",2016-04-06,15.99,"20,000 .. 50,000",Dogenzaka Lab,Dogenzaka Lab,2.00E+04,5.00E+04,20.0K,50.0K
Protocol,2018-11-20,14.99,"20,000 .. 50,000",Fair Games Studio,Sad Horse studio,2.00E+04,5.00E+04,20.0K,50.0K
Ephemerid: A Musical Adventure,2015-02-03,2.99,"20,000 .. 50,000",SuperChop Games,SuperChop Games,2.00E+04,5.00E+04,20.0K,50.0K
Queen's Quest 2: Stories of Forgotten Past,2017-02-09,9.99,"20,000 .. 50,000",Brave Giant LTD,Artifex Mundi,2.00E+04,5.00E+04,20.0K,50.0K
Clocker,2019-02-14,11.99,"20,000 .. 50,000",熊孩子工作室,indienova,2.00E+04,5.00E+04,20.0K,50.0K
Even the Ocean,2016-11-16,14.99,"20,000 .. 50,000","Melos Han-Tani, Marina Kittaka",Analgesic Productions,2.00E+04,5.00E+04,20.0K,50.0K
Dance of Death,2015-12-21,3.99,"20,000 .. 50,000",eight game studio,RunServer,2.00E+04,5.00E+04,20.0K,50.0K
The Exorcist: Legion VR - Chapter 1: First Rites,2017-11-22,4.99,"20,000 .. 50,000",Wolf & Wood Interactive Ltd,"LegionVR, LLC, Fun Train",2.00E+04,5.00E+04,20.0K,50.0K
Disney Winnie the Pooh,2011-04-21,5.99,"20,000 .. 50,000",Disney Interactive,Disney,2.00E+04,5.00E+04,20.0K,50.0K
The Great C,2018-10-08,5.99,"20,000 .. 50,000",Secret Location Inc.,Secret Location Inc.,2.00E+04,5.00E+04,20.0K,50.0K
Explorer of Yggdrasil,2021-03-12,19.99,"20,000 .. 50,000",Black Train,Kagura Games,2.00E+04,5.00E+04,20.0K,50.0K
Collision Course,2017-01-07,9.99,"20,000 .. 50,000",Crynosaurs,Crynosaurs,2.00E+04,5.00E+04,20.0K,50.0K
Games&Girls,2017-04-18,1.99,"20,000 .. 50,000",Yume Creations,Yume Creations,2.00E+04,5.00E+04,20.0K,50.0K
The Sea Will Claim Everything,2016-03-24,9.99,"20,000 .. 50,000",Jonas Kyratzes,Jonas Kyratzes,2.00E+04,5.00E+04,20.0K,50.0K
Lost Lands: Dark Overlord Collector's Edition,2015-06-26,9.99,"20,000 .. 50,000",FIVE-BN GAMES,FIVE-BN GAMES,2.00E+04,5.00E+04,20.0K,50.0K
Knightin'+,2019-07-26,2.99,"20,000 .. 50,000",Muzt Die Studios,Muzt Die Studios,2.00E+04,5.00E+04,20.0K,50.0K
Yono and the Celestial Elephants,2017-10-12,14.99,"20,000 .. 50,000",Neckbolt,Plug In Digital,2.00E+04,5.00E+04,20.0K,50.0K
Hoshizora no Memoria -Wish upon a Shooting Star-,2017-12-18,19.99,"20,000 .. 50,000",Favorite,Sekai Project,2.00E+04,5.00E+04,20.0K,50.0K
Intruders: Hide and Seek,2019-09-26,19.99,"20,000 .. 50,000",Tessera Studios,Daedalic Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Windscape,2019-03-27,19.99,"20,000 .. 50,000",Magic Sandbox,Headup Publishing,2.00E+04,5.00E+04,20.0K,50.0K
Dujanah,2017-09-19,6.99,"20,000 .. 50,000",J. King-Spooner,erm...,2.00E+04,5.00E+04,20.0K,50.0K
Zombie Grinder,2015-10-16,8.99,"20,000 .. 50,000",TwinDrills,TwinDrills,2.00E+04,5.00E+04,20.0K,50.0K
Dark SASI,2018-05-18,6.99,"20,000 .. 50,000",Narko Games,Narko Games,2.00E+04,5.00E+04,20.0K,50.0K
Forsaken Isle,2015-02-06,7.99,"20,000 .. 50,000",Smoodlez,Smoodlez,2.00E+04,5.00E+04,20.0K,50.0K
Princess Evangile All Ages Version,2015-03-27,34.99,"20,000 .. 50,000",MOONSTONE,MangaGamer,2.00E+04,5.00E+04,20.0K,50.0K
A Hand With Many Fingers,2020-06-09,4.99,"20,000 .. 50,000",Colestia,Colestia,2.00E+04,5.00E+04,20.0K,50.0K
Star Sky,2015-10-23,3.99,"20,000 .. 50,000","JMJ Interactive, Mårten Jonsson",PLAYISM,2.00E+04,5.00E+04,20.0K,50.0K
New York Mysteries: The Lantern of Souls Collector's Edition,2016-08-24,9.99,"20,000 .. 50,000",FIVE-BN GAMES,FIVE-BN GAMES,2.00E+04,5.00E+04,20.0K,50.0K
Chasing Light,2020-05-05,11.99,"20,000 .. 50,000",Vittgen Inc.,Vittgen Inc.,2.00E+04,5.00E+04,20.0K,50.0K
Viking Squad,2016-10-04,14.99,"20,000 .. 50,000",Slick Entertainment Inc.,Slick Entertainment Inc.,2.00E+04,5.00E+04,20.0K,50.0K
MindSeize,2020-02-07,14.99,"20,000 .. 50,000",Kamina Dimension,Kamina Dimension,2.00E+04,5.00E+04,20.0K,50.0K
Rush Rover,2017-11-29,4.99,"20,000 .. 50,000",radio,"radio, indienova",2.00E+04,5.00E+04,20.0K,50.0K
The Confines Of The Crown,2015-04-03,16.99,"20,000 .. 50,000",Hanako Games,Hanako Games,2.00E+04,5.00E+04,20.0K,50.0K
Scarlett Mysteries: Cursed Child,2017-06-08,9.99,"20,000 .. 50,000",World-Loom,Artifex Mundi,2.00E+04,5.00E+04,20.0K,50.0K
Mr. Pumpkin Adventure,2016-07-01,2.55,"20,000 .. 50,000",Cotton Game,CottonGame,2.00E+04,5.00E+04,20.0K,50.0K
TOGETHER VR,2018-04-02,12.99,"20,000 .. 50,000",AURORA Games,AURORA Games,2.00E+04,5.00E+04,20.0K,50.0K
Dungeon Nightmares II : The Memory,2015-09-14,4.99,"20,000 .. 50,000",K Monkey,K Monkey,2.00E+04,5.00E+04,20.0K,50.0K
TY the Tasmanian Tiger 4,2015-09-17,5.99,"20,000 .. 50,000",Krome Studios,Krome Studios,2.00E+04,5.00E+04,20.0K,50.0K
Odyssey - The Story of Science,2017-04-19,14.99,"20,000 .. 50,000",The Young Socratics,The Young Socratics,2.00E+04,5.00E+04,20.0K,50.0K
Shadows Peak,2017-03-13,5.99,"20,000 .. 50,000",Gua,Gua,2.00E+04,5.00E+04,20.0K,50.0K
Love Fantasy,2021-03-06,1.99,"20,000 .. 50,000",Mature Games,Mature Games,2.00E+04,5.00E+04,20.0K,50.0K
Merry Glade,2018-05-11,3.99,"20,000 .. 50,000",Anatoliy Loginovskikh,Anatoliy Loginovskikh,2.00E+04,5.00E+04,20.0K,50.0K
Demon Hunter 3: Revelation,2016-12-01,9.99,"20,000 .. 50,000",Brave Giant LTD,Artifex Mundi,2.00E+04,5.00E+04,20.0K,50.0K
Boxman's Struggle,2020-02-27,4.99,"20,000 .. 50,000",OneBlock,OneBlock,2.00E+04,5.00E+04,20.0K,50.0K
甜点恋人 / Pastry Lovers,2017-07-21,4.99,"20,000 .. 50,000",橙光游戏,橙光游戏,2.00E+04,5.00E+04,20.0K,50.0K
Amerzone: The Explorer’s Legacy,2001-08-01,4.99,"20,000 .. 50,000",Microids,Microids,2.00E+04,5.00E+04,20.0K,50.0K
Ultionus: A Tale of Petty Revenge,2014-02-25,6.99,"20,000 .. 50,000",Last Dimension,Last Dimension,2.00E+04,5.00E+04,20.0K,50.0K
Disney's Treasure Planet: Battle of Procyon,2002-10-31,9.99,"20,000 .. 50,000",Barking Dog Studios,Disney,2.00E+04,5.00E+04,20.0K,50.0K
Squirreltopia,2015-01-12,2.99,"20,000 .. 50,000",Sean Davy,Sean Davy,2.00E+04,5.00E+04,20.0K,50.0K
TAISHO x ALICE episode 3,2021-03-03,16.99,"20,000 .. 50,000",Primula,pencil,2.00E+04,5.00E+04,20.0K,50.0K
Wo Yao Da  我要大,2017-09-16,2.99,"20,000 .. 50,000",PING YI LIN,PING YI LIN,2.00E+04,5.00E+04,20.0K,50.0K
Simp Simulator,2020-07-31,0.99,"20,000 .. 50,000",RIVERSIDE SPORTS,RIVERSIDE SPORTS,2.00E+04,5.00E+04,20.0K,50.0K
Governor of Poker 2 - Premium Edition,2010-10-11,7.99,"20,000 .. 50,000",I Sioux Game Productions B.V.,Youdagames,2.00E+04,5.00E+04,20.0K,50.0K
Willy-Nilly Knight,2017-11-10,14.99,"20,000 .. 50,000",Double Dice Games,Double Dice Games,2.00E+04,5.00E+04,20.0K,50.0K
Re:DESTINY,2021-11-19,1.99,"20,000 .. 50,000",D-Ark Studio,Secret Labo,2.00E+04,5.00E+04,20.0K,50.0K
Mr. Saitou,2023-03-23,11.99,"20,000 .. 50,000",Laura Shigihara,Laura Shigihara,2.00E+04,5.00E+04,20.0K,50.0K
你已经猜到结局了吗,2022-07-14,7.99,"20,000 .. 50,000",橘音,橘音,2.00E+04,5.00E+04,20.0K,50.0K
Inn Legend,2020-08-14,7.99,"20,000 .. 50,000",AppleCoffee,AppleCoffee,2.00E+04,5.00E+04,20.0K,50.0K
Reign of Darkness,2019-11-20,19.99,"20,000 .. 50,000",Unorthodox Studio,Unorthodox Studio,2.00E+04,5.00E+04,20.0K,50.0K
Gatewalkers,2023-01-12,24.99,"20,000 .. 50,000",A2 Softworks,A2 Softworks,2.00E+04,5.00E+04,20.0K,50.0K
Isoland,2018-05-01,0.99,"20,000 .. 50,000",Cotton Game,Lilith Games,2.00E+04,5.00E+04,20.0K,50.0K
KOBOLD: Chapter I,2018-11-14,4.49,"20,000 .. 50,000",anotherworld GmbH,anotherworld GmbH,2.00E+04,5.00E+04,20.0K,50.0K
SACRALITH : The Archer`s Tale,2018-05-17,19.99,"20,000 .. 50,000",Odd Meter,Odd Meter,2.00E+04,5.00E+04,20.0K,50.0K
Persian Nights: Sands of Wonders,2017-06-29,9.99,"20,000 .. 50,000",SoDigital,Artifex Mundi,2.00E+04,5.00E+04,20.0K,50.0K
The Trail: Frontier Challenge,2017-08-15,14.99,"20,000 .. 50,000",22cans,Kongregate,2.00E+04,5.00E+04,20.0K,50.0K
Adventures of Pip,2015-06-04,9.99,"20,000 .. 50,000",Tic Toc Games,Tic Toc Games,2.00E+04,5.00E+04,20.0K,50.0K
The Forest of Doom (Standalone),2014-10-30,4.99,"20,000 .. 50,000",Tin Man Games,Tin Man Games,2.00E+04,5.00E+04,20.0K,50.0K
NALOGI 2,2018-05-31,1.99,"20,000 .. 50,000",CUTE ANIME GIRLS,Tranquility games,2.00E+04,5.00E+04,20.0K,50.0K
Himno - The Silent Melody,2021-10-20,11.99,"20,000 .. 50,000",David Moralejo Sánchez,"GrabTheGames, UpgradePoint",2.00E+04,5.00E+04,20.0K,50.0K
03.04,2019-01-01,4.99,"20,000 .. 50,000",JPEG OF PAIN GAMES,JPEG OF PAIN,2.00E+04,5.00E+04,20.0K,50.0K
Snow-Swept Quest,2021-04-30,9.99,"20,000 .. 50,000",potato-life,Kagura Games,2.00E+04,5.00E+04,20.0K,50.0K
Ahnayro: The Dream World,2016-06-10,4.99,"20,000 .. 50,000",Alice & Smith,Alice & Smith,2.00E+04,5.00E+04,20.0K,50.0K
Twins of the Pasture,2017-07-19,7.99,"20,000 .. 50,000",Dieselmine,Dieselmine,2.00E+04,5.00E+04,20.0K,50.0K
Planet Alcatraz 2,2008-09-19,4.99,"20,000 .. 50,000",Fulqrum Publishing,Fulqrum Publishing,2.00E+04,5.00E+04,20.0K,50.0K
RONIN: Two Souls CHAPTER 1,2021-02-18,14.99,"20,000 .. 50,000",M11 Studio,M11 Studio,2.00E+04,5.00E+04,20.0K,50.0K
Neptunia Virtual Stars,2021-03-29,39.99,"20,000 .. 50,000","Idea Factory, Compile Heart",Idea Factory International,2.00E+04,5.00E+04,20.0K,50.0K
Deflector,2023-03-24,19.99,"20,000 .. 50,000",Arrowfist Games,SuperGG.com,2.00E+04,5.00E+04,20.0K,50.0K
LostWinds 2: Winter of the Melodias,2016-03-24,1.99,"20,000 .. 50,000",Frontier Developments,Frontier Developments,2.00E+04,5.00E+04,20.0K,50.0K
Interrogation: You will be deceived,2019-12-05,2.59,"20,000 .. 50,000",Critique Gaming,Assemble Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Animal Fight Club,2019-04-19,4.99,"20,000 .. 50,000",Marco Amadei,Corvostudio di Amadei Marco,2.00E+04,5.00E+04,20.0K,50.0K
Corridor Z,2018-01-05,7.99,"20,000 .. 50,000",Mass Creation,Mass Creation,2.00E+04,5.00E+04,20.0K,50.0K
Evospace,2019-02-14,14.99,"20,000 .. 50,000",Round Cube Studio,Round Cube Studio,2.00E+04,5.00E+04,20.0K,50.0K
Deer Man,2016-04-11,0.99,"20,000 .. 50,000","Red Mount Media, Antarsoft",Red Mount Media,2.00E+04,5.00E+04,20.0K,50.0K
Mayjasmine Episode01 - What is God?,2015-12-02,9.99,"20,000 .. 50,000",Erotes Studio,Erotes Studio,2.00E+04,5.00E+04,20.0K,50.0K
Meow Express,2022-01-07,0.99,"20,000 .. 50,000",Stratera Games,Stratera Games,2.00E+04,5.00E+04,20.0K,50.0K
"The Princess, the Stray Cat, and Matters of the Heart",2019-06-17,19.99,"20,000 .. 50,000",TOKYOTOON,"TOKYOTOON, Fruitbat Factory",2.00E+04,5.00E+04,20.0K,50.0K
The Raven Remastered,2018-03-13,19.99,"20,000 .. 50,000",KING Art,THQ Nordic,2.00E+04,5.00E+04,20.0K,50.0K
Home Sheep Home: Farmageddon Party Edition,2014-02-17,9.99,"20,000 .. 50,000","Aardman Animations, Mobile Pie",Aardman Animations,2.00E+04,5.00E+04,20.0K,50.0K
Wind Peaks,2020-07-29,14.99,"20,000 .. 50,000",Actoon Studio,Actoon Studio,2.00E+04,5.00E+04,20.0K,50.0K
Aka,2022-12-14,12.99,"20,000 .. 50,000",Cosmo Gatto,NEOWIZ,2.00E+04,5.00E+04,20.0K,50.0K
Fort Meow,2015-06-25,7.99,"20,000 .. 50,000",Upper Class Walrus,Upper Class Walrus,2.00E+04,5.00E+04,20.0K,50.0K
Disney Universe,2011-10-25,19.99,"20,000 .. 50,000",Eurocom,Disney,2.00E+04,5.00E+04,20.0K,50.0K
ShadowSide,2018-08-17,9.99,"20,000 .. 50,000",AdroVGames,AdroVGames,2.00E+04,5.00E+04,20.0K,50.0K
Monster Harvest,2021-08-31,16.99,"20,000 .. 50,000",Maple Powered Games,Merge Games,2.00E+04,5.00E+04,20.0K,50.0K
sweet pool,2018-12-19,19.99,"20,000 .. 50,000",Nitroplus,JAST USA,2.00E+04,5.00E+04,20.0K,50.0K
夏花的轨迹——A summer promise to forever,2017-08-15,1.99,"20,000 .. 50,000",SoraPrayer,SoraPrayer,2.00E+04,5.00E+04,20.0K,50.0K
ClickRaid,2017-10-20,4.99,"20,000 .. 50,000",Slikey Games,Slikey Games,2.00E+04,5.00E+04,20.0K,50.0K
[Chilla's Art] The Radio Station | 深夜放送,2021-10-30,4.99,"20,000 .. 50,000",Chilla's Art,Chilla's Art,2.00E+04,5.00E+04,20.0K,50.0K
Beach Bounce,2015-08-14,4.99,"20,000 .. 50,000",Dharker Studio,Dharker Studios Ltd,2.00E+04,5.00E+04,20.0K,50.0K
New York Mysteries: High Voltage Collector's Edition,2016-01-12,9.99,"20,000 .. 50,000",FIVE-BN GAMES,FIVE-BN GAMES,2.00E+04,5.00E+04,20.0K,50.0K
Erannorth Chronicles,2021-09-16,10.49,"20,000 .. 50,000",Spyridon Thalassinos,Spyridon Thalassinos,2.00E+04,5.00E+04,20.0K,50.0K
Major Mayhem,2014-02-24,4.99,"20,000 .. 50,000",Rocket Jump,Rocket Jump,2.00E+04,5.00E+04,20.0K,50.0K
Armored Battle Crew [World War 1] - Tank Warfare and Crew Management Simulator,2019-06-05,19.99,"20,000 .. 50,000",Gattai Games,Gattai Games,2.00E+04,5.00E+04,20.0K,50.0K
An Octave Higher,2015-03-27,11.99,"20,000 .. 50,000",Kidalang,PLAYISM,2.00E+04,5.00E+04,20.0K,50.0K
Giraffe Town,2018-10-02,1.99,"20,000 .. 50,000",Samer Khatib (Snowconesolid Productions),Samer Khatib (Snowconesolid Productions),2.00E+04,5.00E+04,20.0K,50.0K
Bus World,2022-09-29,9.99,"20,000 .. 50,000",KishMish Games,KishMish Games,2.00E+04,5.00E+04,20.0K,50.0K
CounterAttack,2019-03-11,14.99,"20,000 .. 50,000",Relative Games,Relative Software LTD.,2.00E+04,5.00E+04,20.0K,50.0K
Peregrin,2017-08-08,14.99,"20,000 .. 50,000",Peregrin Developers,Peregrin Developers,2.00E+04,5.00E+04,20.0K,50.0K
Amazing Frog? V3,2022-06-16,15.99,"20,000 .. 50,000",Fayju,Fayju,2.00E+04,5.00E+04,20.0K,50.0K
Impossible Quest,2016-06-03,0.37,"20,000 .. 50,000",Axel Sonic,Axel Sonic,2.00E+04,5.00E+04,20.0K,50.0K
Moonglow Bay,2021-10-26,24.99,"20,000 .. 50,000",Bunnyhug,Coatsink,2.00E+04,5.00E+04,20.0K,50.0K
Rain of Reflections: Set Free,2019-10-04,9.99,"20,000 .. 50,000",Lionbite Games,Lionbite Games,2.00E+04,5.00E+04,20.0K,50.0K
Lost Lands: The Four Horsemen Collector's Edition,2015-07-14,9.99,"20,000 .. 50,000",FIVE-BN GAMES,FIVE-BN GAMES,2.00E+04,5.00E+04,20.0K,50.0K
The Executioner,2019-09-25,9.99,"20,000 .. 50,000",Lesser Evil Games,Lesser Evil Games,2.00E+04,5.00E+04,20.0K,50.0K
0°N 0°W,2018-03-01,4.99,"20,000 .. 50,000",Colorfiction,Colorfiction,2.00E+04,5.00E+04,20.0K,50.0K
[Chilla's Art] The Caregiver | 終焉介護,2021-04-02,4.99,"20,000 .. 50,000",Chilla's Art,Chilla's Art,2.00E+04,5.00E+04,20.0K,50.0K
Welcome Back To 2007 Part II,2018-09-11,0.99,"20,000 .. 50,000",Siberian Mouse,Siberian Mouse,2.00E+04,5.00E+04,20.0K,50.0K
LEAVES - The Return,2017-03-14,4.99,"20,000 .. 50,000",ZAR 21,Daedalic Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Marble Skies,2017-12-16,9.99,"20,000 .. 50,000",[untitledDev],[untitledDev],2.00E+04,5.00E+04,20.0K,50.0K
Fairy Tale Mysteries 2: The Beanstalk,2015-10-08,9.99,"20,000 .. 50,000",Gogii Games,Artifex Mundi,2.00E+04,5.00E+04,20.0K,50.0K
Basingstoke,2018-04-27,34.99,"20,000 .. 50,000",Puppygames,Puppygames,2.00E+04,5.00E+04,20.0K,50.0K
Learn Japanese To Survive! Kanji Combat,2018-08-01,8.99,"20,000 .. 50,000",Sleepy Duck,RIVER CROW STUDIO,2.00E+04,5.00E+04,20.0K,50.0K
Pool Panic,2018-07-19,14.99,"20,000 .. 50,000",Rekim,Adult Swim Games,2.00E+04,5.00E+04,20.0K,50.0K
FREEDIVER: Triton Down,2019-05-30,8.99,"20,000 .. 50,000",Archiact,Archiact,2.00E+04,5.00E+04,20.0K,50.0K
Organ Quarter,2017-10-19,24.99,"20,000 .. 50,000",Outer Brain Studios,Outer Brain Studios,2.00E+04,5.00E+04,20.0K,50.0K
Seed Hunter 猎源,2020-05-21,8.99,"20,000 .. 50,000",Wolf Knight,2P Games,2.00E+04,5.00E+04,20.0K,50.0K
Shiro,2020-11-06,1.04,"20,000 .. 50,000",Game Dynasty,Game Dynasty,2.00E+04,5.00E+04,20.0K,50.0K
Airport Madness: World Edition,2015-05-28,4.99,"20,000 .. 50,000",Big Fat Simulations Inc.,Big Fat Simulations Inc.,2.00E+04,5.00E+04,20.0K,50.0K
The Hive,2016-08-25,14.99,"20,000 .. 50,000",Skydome Entertainment,Skydome Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Disney Princess: Enchanted Journey,2007-11-07,19.99,"20,000 .. 50,000",Papaya Studio,Disney,2.00E+04,5.00E+04,20.0K,50.0K
LocoCycle,2014-02-14,9.99,"20,000 .. 50,000",Twisted Pixel Games,Xbox Game Studios,2.00E+04,5.00E+04,20.0K,50.0K
Ultimate Booster Experience,2016-04-16,4.99,"20,000 .. 50,000",GexagonVR,GexagonVR,2.00E+04,5.00E+04,20.0K,50.0K
RUSSI.A SIMULATOR,2019-11-20,2.99,"20,000 .. 50,000","Slav Squat Games, CyberPutin2076 Team",Kavkaz Sila Games,2.00E+04,5.00E+04,20.0K,50.0K
寂寞神明的心愿手记,2021-09-16,9.99,"20,000 .. 50,000","妖妖灵制作组, 燃心游戏工作室",妖妖灵制作组,2.00E+04,5.00E+04,20.0K,50.0K
Putt-Putt Joins the Parade,1992-01-01,6.99,"20,000 .. 50,000",Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",2.00E+04,5.00E+04,20.0K,50.0K
A Wolf in Autumn,2015-10-27,0.99,"20,000 .. 50,000",David Szymanski,David Szymanski,2.00E+04,5.00E+04,20.0K,50.0K
Mindless Running,2016-02-22,0.99,"20,000 .. 50,000",Quiet River,Quiet River,2.00E+04,5.00E+04,20.0K,50.0K
Cathedral,2019-10-31,14.99,"20,000 .. 50,000",Decemberborn Interactive,Decemberborn Interactive,2.00E+04,5.00E+04,20.0K,50.0K
NO THING,2016-04-07,3.99,"20,000 .. 50,000",Evil Indie Games,Evil Indie Games,2.00E+04,5.00E+04,20.0K,50.0K
StafferCase: a psychic mystery adventure,2023-03-10,11.99,"20,000 .. 50,000",Team Tetrapod,Team Tetrapod,2.00E+04,5.00E+04,20.0K,50.0K
Lost Nova,2022-05-11,14.99,"20,000 .. 50,000",Jon Nielsen,HopFrog,2.00E+04,5.00E+04,20.0K,50.0K
3rd eye,2019-09-30,14.99,"20,000 .. 50,000",3rd eye project,Sony Music Entertainment (Japan) Inc. / UNTIES,2.00E+04,5.00E+04,20.0K,50.0K
GAI Stops Auto: Right Version Simulator,2021-06-04,2.99,"20,000 .. 50,000","Axyos Games, Feas",Axyos Games,2.00E+04,5.00E+04,20.0K,50.0K
Eternity Warriors VR,2017-09-17,14.99,"20,000 .. 50,000",Vanimals,Vanimals,2.00E+04,5.00E+04,20.0K,50.0K
MyCompany996,2020-10-22,4.99,"20,000 .. 50,000",Evilwind Studio,INDIECN,2.00E+04,5.00E+04,20.0K,50.0K
Wanted: Dead,2023-02-14,59.99,"20,000 .. 50,000",Soleil Ltd.,110 Industries SA,2.00E+04,5.00E+04,20.0K,50.0K
子夜之章:历史的终局～MidNights of Desperado～,2021-03-12,4.99,"20,000 .. 50,000",银阼,Studio AWE,2.00E+04,5.00E+04,20.0K,50.0K
The Leisure of Grisaia,2016-05-17,2.99,"20,000 .. 50,000",Frontwing,Frontwing USA,2.00E+04,5.00E+04,20.0K,50.0K
100 hidden aliens,2020-12-19,0.99,"20,000 .. 50,000","Anatoliy Loginovskikh, Khud0",Anatoliy Loginovskikh,2.00E+04,5.00E+04,20.0K,50.0K
Suzy Cube,2018-06-19,7.99,"20,000 .. 50,000",NorthernBytes Software,Noodlecake,2.00E+04,5.00E+04,20.0K,50.0K
Strange Telephone,2019-01-21,4.99,"20,000 .. 50,000",HZ3 Software,PLAYISM,2.00E+04,5.00E+04,20.0K,50.0K
Tear and the Library of Labyrinths,2020-11-06,19.99,"20,000 .. 50,000",Acerola,Kagura Games,2.00E+04,5.00E+04,20.0K,50.0K
LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE,2021-08-23,29.99,"20,000 .. 50,000","Nise-Eikoku Studio, CUBETYPE",CUBETYPE,2.00E+04,5.00E+04,20.0K,50.0K
Fashioning Little Miss Lonesome,2017-09-08,24.99,"20,000 .. 50,000",Kalmia8,MangaGamer,2.00E+04,5.00E+04,20.0K,50.0K
Road to Eden,2019-02-28,19.99,"20,000 .. 50,000",Zouking,Digitalworks,2.00E+04,5.00E+04,20.0K,50.0K
Jelly Killer,2016-03-24,3.99,"20,000 .. 50,000",Immortal Game Studio,Immortal Game Studio,2.00E+04,5.00E+04,20.0K,50.0K
Loco Parentis / 孤女咒怨,2019-09-19,10.49,"20,000 .. 50,000",Fair Games Studio,"Sad Horse studio, Pleasant Rain Ltd",2.00E+04,5.00E+04,20.0K,50.0K
XING: The Land Beyond,2017-09-21,19.99,"20,000 .. 50,000",White Lotus Interactive,White Lotus Interactive,2.00E+04,5.00E+04,20.0K,50.0K
Tick Tock Isle,2015-11-19,0.99,"20,000 .. 50,000",Squiddershins,Squiddershins,2.00E+04,5.00E+04,20.0K,50.0K
Fortissimo FA,2018-05-31,9.99,"20,000 .. 50,000","La’cryma, YAMAYURI GAMES",SakuraGame,2.00E+04,5.00E+04,20.0K,50.0K
Laid-Back Camp - Virtual - Lake Motosu,2021-03-03,19.99,"20,000 .. 50,000","Gemdrops, Inc.","Gemdrops, Inc., Clouded Leopard Entertainment Inc.",2.00E+04,5.00E+04,20.0K,50.0K
Golden Krone Hotel,2017-10-26,9.99,"20,000 .. 50,000",Vulgat,Vulgat,2.00E+04,5.00E+04,20.0K,50.0K
New York Mysteries: Secrets of the Mafia Collector's Edition,2015-05-22,9.99,"20,000 .. 50,000",FIVE-BN GAMES,FIVE-BN GAMES,2.00E+04,5.00E+04,20.0K,50.0K
PropHunter,2021-08-06,3.99,"20,000 .. 50,000",Alone Fox Games,Alone Fox Games,2.00E+04,5.00E+04,20.0K,50.0K
The Cat! Porfirio's Adventure,2016-08-04,2.99,"20,000 .. 50,000",Cats Who Play,Cats Who Play,2.00E+04,5.00E+04,20.0K,50.0K
Fibrillation HD,2017-04-11,4.99,"20,000 .. 50,000",Egor Rezenov,Egor Rezenov,2.00E+04,5.00E+04,20.0K,50.0K
Eville,2022-10-11,14.99,"20,000 .. 50,000",VestGames,Versus Evil,2.00E+04,5.00E+04,20.0K,50.0K
Desert Skies,2019-05-30,19.99,"20,000 .. 50,000",White_Rabbit_Games,White_Rabbit_Games,2.00E+04,5.00E+04,20.0K,50.0K
