Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Hello Neighbor Pre-Alpha,2019-06-06,0.0,"100,000 .. 200,000",Dynamic Pixels,tinyBuild,1.00E+05,2.00E+05,100.0K,200.0K
圣歌德嘉的晚钟,2021-12-04,0.0,"100,000 .. 200,000",二律背反,旅人计划,1.00E+05,2.00E+05,100.0K,200.0K
Garbage: Hobo Prophecy,2021-01-28,0.0,"100,000 .. 200,000",Homebased,"GrabTheGames, UpgradePoint",1.00E+05,2.00E+05,100.0K,200.0K
Warzone 2100,1999-04-10,0.0,"100,000 .. 200,000","Pumpkin Studios, Underdone Gaming, Warzone 2100 Project",Underdone Gaming,1.00E+05,2.00E+05,100.0K,200.0K
Hobs,2019-08-19,0.0,"100,000 .. 200,000",tenekekafalarstudios,tenekekafalarstudios,1.00E+05,2.00E+05,100.0K,200.0K
Mythgard,2020-09-18,0.0,"100,000 .. 200,000","Monumental, LLC","Monumental, LLC",1.00E+05,2.00E+05,100.0K,200.0K
Zardy's Maze,2020-09-30,0.0,"100,000 .. 200,000",SwankyBox,SwankyBox Media LLC,1.00E+05,2.00E+05,100.0K,200.0K
Mr. Hopp's Playhouse,2019-10-07,0.0,"100,000 .. 200,000",Moonbit,Moonbit,1.00E+05,2.00E+05,100.0K,200.0K
Territory Idle,2019-09-10,0.0,"100,000 .. 200,000",Aleksandr Golovkin,Aleksandr Golovkin,1.00E+05,2.00E+05,100.0K,200.0K
Spellsworn,2018-03-13,0.0,"100,000 .. 200,000",Frogsong Studios,Frogsong Studios,1.00E+05,2.00E+05,100.0K,200.0K
Vectorio - Early Access,2021-03-22,0.0,"100,000 .. 200,000",Ben Nichols,Ben Nichols,1.00E+05,2.00E+05,100.0K,200.0K
Lines X Free,2017-10-31,0.0,"100,000 .. 200,000",Konstructors,Hook Games,1.00E+05,2.00E+05,100.0K,200.0K
Sprout,2007-03-10,0.0,"100,000 .. 200,000","Jeff Nusz, Mindful Mammoth",Mindful Mammoth,1.00E+05,2.00E+05,100.0K,200.0K
SlipSlop: World's Hardest Platformer Game,2019-06-28,0.0,"100,000 .. 200,000",10F,10F,1.00E+05,2.00E+05,100.0K,200.0K
Star Crusade CCG,2016-09-08,0.0,"100,000 .. 200,000","ZiMAD, Inc.","ZiMAD, Inc.",1.00E+05,2.00E+05,100.0K,200.0K
At Home Alone,2018-11-01,0.0,"100,000 .. 200,000",阿正不经,0Cube,1.00E+05,2.00E+05,100.0K,200.0K
Poker Master,2020-09-23,0.0,"100,000 .. 200,000",NGIN LIMITED,NGIN LIMITED,1.00E+05,2.00E+05,100.0K,200.0K
Touhou Big Big Battle,2020-04-14,0.0,"100,000 .. 200,000",MyACG Studio,MyACG Studio,1.00E+05,2.00E+05,100.0K,200.0K
XIII Century – Gold Edition,2009-08-28,4.99,"100,000 .. 200,000",Unicorn Games Studio,Fulqrum Publishing,1.00E+05,2.00E+05,100.0K,200.0K
Agricultural Simulator 2011: Extended Edition,2011-02-23,0.59,"100,000 .. 200,000",Actalogic,Libredia,1.00E+05,2.00E+05,100.0K,200.0K
X-COM: Interceptor,1998-06-15,4.99,"100,000 .. 200,000","MicroProse Software, Inc",2K,1.00E+05,2.00E+05,100.0K,200.0K
Star Control I and II,2017-10-19,3.99,"100,000 .. 200,000",Toys for Bob,Stardock Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Magnifico,2014-12-02,4.99,"100,000 .. 200,000",Mixel,Slitherine Ltd.,1.00E+05,2.00E+05,100.0K,200.0K
Defense of Egypt: Cleopatra Mission,2016-09-29,6.99,"100,000 .. 200,000",First Games Interactive,First Games Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Garden Rescue,2015-02-02,3.99,"100,000 .. 200,000",Rainbow Games,Rainbow Games,1.00E+05,2.00E+05,100.0K,200.0K
Game Tycoon 1.5,2014-02-11,0.99,"100,000 .. 200,000",Sunlight Games,Sunlight Games,1.00E+05,2.00E+05,100.0K,200.0K
Shadow Ninja: Apocalypse,2015-11-16,0.39,"100,000 .. 200,000",Boogygames Studios,Boogygames Studios,1.00E+05,2.00E+05,100.0K,200.0K
Heroes of Three Kingdoms,2020-12-31,9.99,"100,000 .. 200,000",Wuwei,Bantu,1.00E+05,2.00E+05,100.0K,200.0K
Mechajammer,2021-12-02,24.99,"100,000 .. 200,000",Whalenought Studios,Modern Wolf,1.00E+05,2.00E+05,100.0K,200.0K
Robowars,2014-10-24,3.99,"100,000 .. 200,000",N-Game Studios,N-Game Studios,1.00E+05,2.00E+05,100.0K,200.0K
Fake Colours,2015-01-01,14.99,"100,000 .. 200,000","Beyond-Limits-Games, FCG",Budget Friendly Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Khet 2.0,2014-10-01,9.99,"100,000 .. 200,000",BlueLine Games,BlueLine Games,1.00E+05,2.00E+05,100.0K,200.0K
Crash Dive,2015-07-06,3.99,"100,000 .. 200,000",Panic Ensues Software,Panic Ensues Software,1.00E+05,2.00E+05,100.0K,200.0K
Ancient Space,2014-09-23,19.99,"100,000 .. 200,000",CreativeForge Games,Paradox Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Wolflord - Werewolf Online,2019-08-31,,"100,000 .. 200,000",LizardFactory,LizardFactory,1.00E+05,2.00E+05,100.0K,200.0K
The Prism,2015-09-03,3.99,"100,000 .. 200,000","Nikhil. T, Gabriel. H",Volens Nolens Games,1.00E+05,2.00E+05,100.0K,200.0K
Fly and Destroy,2016-07-27,10.99,"100,000 .. 200,000",EGAMER,EGAMER,1.00E+05,2.00E+05,100.0K,200.0K
Victoria I Complete,2010-08-20,9.99,"100,000 .. 200,000",Paradox Development Studio,Paradox Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Between Two Castles - Digital Edition,2019-11-15,12.99,"100,000 .. 200,000",Daisu Games,Daisu Games,1.00E+05,2.00E+05,100.0K,200.0K
RESCUE 2: Everyday Heroes,2015-06-03,24.99,"100,000 .. 200,000",Fragment Production Ltd.,astragon Sales & Services GmbH,1.00E+05,2.00E+05,100.0K,200.0K
Heroes of Hellas 3: Athens,2015-03-12,2.99,"100,000 .. 200,000",Alawar Entertainment,Alawar Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Spirits,2012-09-04,3.99,"100,000 .. 200,000",Spaces of Play UG,Spaces of Play UG,1.00E+05,2.00E+05,100.0K,200.0K
Steam Marines,2014-09-24,19.99,"100,000 .. 200,000",Worthless Bums,,1.00E+05,2.00E+05,100.0K,200.0K
The Amazing American Circus,2021-09-16,19.99,"100,000 .. 200,000","Klabater, Juggler Games",Klabater,1.00E+05,2.00E+05,100.0K,200.0K
Age of Steel: Recharge,2016-01-06,6.99,"100,000 .. 200,000",Quaint Emerald,,1.00E+05,2.00E+05,100.0K,200.0K
LOGistICAL,2017-02-15,9.99,"100,000 .. 200,000",Sacada,Sacada,1.00E+05,2.00E+05,100.0K,200.0K
Airport Simulator 2014,2013-12-19,4.99,"100,000 .. 200,000",United Independent Entertainment,United Independent Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Monsters' Den: Book of Dread,2008-06-01,4.99,"100,000 .. 200,000",Monstrum,Monstrum,1.00E+05,2.00E+05,100.0K,200.0K
Girlfriend Rescue,2015-07-10,4.99,"100,000 .. 200,000",Aldorlea Games,Aldorlea Games,1.00E+05,2.00E+05,100.0K,200.0K
Day D: Tower Rush,2016-07-07,4.99,"100,000 .. 200,000",Creobit,8Floor,1.00E+05,2.00E+05,100.0K,200.0K
Fieldrunners,2012-05-24,4.99,"100,000 .. 200,000",Subatomic Studios LLC,Subatomic Studios LLC,1.00E+05,2.00E+05,100.0K,200.0K
UFO: Aftermath,2014-04-23,3.99,"100,000 .. 200,000",Altar Interactive,Fulqrum Publishing,1.00E+05,2.00E+05,100.0K,200.0K
OF MICE AND SAND -REVISED-,2018-03-28,9.99,"100,000 .. 200,000",ARC SYSTEM WORKS,ARC SYSTEM WORKS,1.00E+05,2.00E+05,100.0K,200.0K
Heroes of Steel RPG,2014-04-23,9.99,"100,000 .. 200,000",Trese Brothers,Trese Brothers,1.00E+05,2.00E+05,100.0K,200.0K
Freedom Force vs. the Third Reich,2005-03-08,4.99,"100,000 .. 200,000",Irrational Games,2K,1.00E+05,2.00E+05,100.0K,200.0K
Thorne - Death Merchants,2016-03-25,3.99,"100,000 .. 200,000",Thorne Games,Aldorlea Games,1.00E+05,2.00E+05,100.0K,200.0K
Bronze Age - HD Edition,2013-09-10,2.99,"100,000 .. 200,000",Clarus Victoria,Clarus Victoria,1.00E+05,2.00E+05,100.0K,200.0K
Don't Bite Me Bro! +,2018-07-16,0.99,"100,000 .. 200,000",MUIFWEGO,MUIFWEGO,1.00E+05,2.00E+05,100.0K,200.0K
Jack Lumber,2013-04-30,4.99,"100,000 .. 200,000",Owlchemy Labs,Owlchemy Labs,1.00E+05,2.00E+05,100.0K,200.0K
Starship Corporation,2018-05-03,19.99,"100,000 .. 200,000",Coronado Games,Iceberg Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Solar Flux,2013-10-24,9.99,"100,000 .. 200,000",Firebrand Games,Pixel Games UK,1.00E+05,2.00E+05,100.0K,200.0K
Avernum 3: Ruined World,2018-01-31,19.99,"100,000 .. 200,000",Spiderweb Software,Spiderweb Software,1.00E+05,2.00E+05,100.0K,200.0K
Shift,2016-08-16,0.99,"100,000 .. 200,000",Black Lime Studio,Black Lime Studio,1.00E+05,2.00E+05,100.0K,200.0K
A Game of Thrones - Genesis,2011-09-29,9.99,"100,000 .. 200,000",Cyanide Studios,1C-SoftClub,1.00E+05,2.00E+05,100.0K,200.0K
See No Evil,2014-08-25,0.99,"100,000 .. 200,000",Gabriel Priske,Noetic,1.00E+05,2.00E+05,100.0K,200.0K
Tribloos 2,2014-01-30,4.99,"100,000 .. 200,000",BumpkinBrothers,BumpkinBrothers,1.00E+05,2.00E+05,100.0K,200.0K
A Dump in the Dark,2018-01-24,1.99,"100,000 .. 200,000",Oubliette,Oubliette,1.00E+05,2.00E+05,100.0K,200.0K
Royal Defense,2014-11-10,4.99,"100,000 .. 200,000","Good Games, Creobit",8Floor,1.00E+05,2.00E+05,100.0K,200.0K
PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,"100,000 .. 200,000",Ivanovich Games,Ivanovich Games,1.00E+05,2.00E+05,100.0K,200.0K
Star Ruler,2010-09-20,7.99,"100,000 .. 200,000",Blind Mind Studios,Blind Mind Studios,1.00E+05,2.00E+05,100.0K,200.0K
Domino Sky,2016-04-05,3.99,"100,000 .. 200,000",Russpuppy,Russpuppy,1.00E+05,2.00E+05,100.0K,200.0K
Neon Space 2,2016-07-26,10.99,"100,000 .. 200,000",EGAMER,EGAMER,1.00E+05,2.00E+05,100.0K,200.0K
Master of Orion 1,2016-02-25,5.99,"100,000 .. 200,000",SimTex,Wargaming Labs,1.00E+05,2.00E+05,100.0K,200.0K
OH! RPG!,2015-12-11,2.99,"100,000 .. 200,000",RosePortal Games,Aldorlea Games,1.00E+05,2.00E+05,100.0K,200.0K
Queen's Wish: The Conqueror,2019-09-11,19.99,"100,000 .. 200,000",Spiderweb Software,Spiderweb Software,1.00E+05,2.00E+05,100.0K,200.0K
Escape This,2016-05-04,0.99,"100,000 .. 200,000",Four Winged Studio,Trinity Project,1.00E+05,2.00E+05,100.0K,200.0K
The Goatman,2018-06-15,4.99,"100,000 .. 200,000",MC Games,MC Games,1.00E+05,2.00E+05,100.0K,200.0K
Evil Defenders,2015-11-11,4.99,"100,000 .. 200,000",CP Decision,CP Decision,1.00E+05,2.00E+05,100.0K,200.0K
Close Combat - Gateway to Caen,2014-06-06,9.59,"100,000 .. 200,000",Slitherine Ltd.,Slitherine Ltd.,1.00E+05,2.00E+05,100.0K,200.0K
Aeon Command,2014-07-03,2.99,"100,000 .. 200,000","Bat Country Games, LLC","Bat Country Games, LLC",1.00E+05,2.00E+05,100.0K,200.0K
The Happy Hereafter,2014-06-05,3.99,"100,000 .. 200,000","Alawar, Mirball Games",ESDigital Games,1.00E+05,2.00E+05,100.0K,200.0K
Geneforge 1 - Mutagen,2021-02-24,9.99,"100,000 .. 200,000",Spiderweb Software,Spiderweb Software,1.00E+05,2.00E+05,100.0K,200.0K
Space Trader: Merchant Marine,2008-10-23,4.99,"100,000 .. 200,000",Meridian4,Meridian4,1.00E+05,2.00E+05,100.0K,200.0K
Eador: Genesis,2013-10-14,5.99,"100,000 .. 200,000","Alexey Bokulev, Snowbird Games",Snowbird Games,1.00E+05,2.00E+05,100.0K,200.0K
Caravaneer 2,2014-12-07,5.99,"100,000 .. 200,000",Dmitry Zheltobriukhov,Dmitry Zheltobriukhov,1.00E+05,2.00E+05,100.0K,200.0K
Rogue,1985-06-01,2.99,"100,000 .. 200,000","Epyx, Inc.",Pixel Games UK,1.00E+05,2.00E+05,100.0K,200.0K
Wooden Battles,2017-12-22,9.99,"100,000 .. 200,000",SP Digital Arts Inc.,SP Digital Arts Inc.,1.00E+05,2.00E+05,100.0K,200.0K
Merchants of Kaidan,2014-11-10,14.99,"100,000 .. 200,000",Forever Entertainment S. A.,Forever Entertainment S. A.,1.00E+05,2.00E+05,100.0K,200.0K
Ninja Stealth 2,2017-01-30,3.99,"100,000 .. 200,000",SC Jogos,SC Jogos,1.00E+05,2.00E+05,100.0K,200.0K
Cultures - 8th Wonder of the World,2015-03-26,4.99,"100,000 .. 200,000",Funatics Software,Daedalic Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
The Odyssey: Winds of Athena,2015-11-06,4.99,"100,000 .. 200,000",Liquid Dragon Studios,Senpai Studios,1.00E+05,2.00E+05,100.0K,200.0K
Cursed Treasure 2,2017-07-21,4.99,"100,000 .. 200,000",IriySoft,Armor Games Studios,1.00E+05,2.00E+05,100.0K,200.0K
Roundguard,2020-03-13,19.99,"100,000 .. 200,000",Wonderbelly Games,Wonderbelly Games,1.00E+05,2.00E+05,100.0K,200.0K
Boxing School,2019-01-10,9.99,"100,000 .. 200,000",Raptor Claw Games,Raptor Claw Games,1.00E+05,2.00E+05,100.0K,200.0K
Wildlife Park 2,2014-07-17,5.24,"100,000 .. 200,000",b-alive gmbh,b-alive gmbh,1.00E+05,2.00E+05,100.0K,200.0K
The Last Hope,2016-08-29,3.99,"100,000 .. 200,000",dev dev,,1.00E+05,2.00E+05,100.0K,200.0K
Refactor,2022-03-28,3.99,"100,000 .. 200,000",GAGA,LightOn Game,1.00E+05,2.00E+05,100.0K,200.0K
DungeonUp,2015-09-04,4.99,"100,000 .. 200,000",Clewcat Games,Plug In Digital,1.00E+05,2.00E+05,100.0K,200.0K
The Iron Oath,2022-04-19,19.99,"100,000 .. 200,000",Curious Panda Games,Humble Games,1.00E+05,2.00E+05,100.0K,200.0K
Life is Hard,2021-08-14,9.99,"100,000 .. 200,000","Pirozhok Studio, Vitaliy Ruzankin",Pirozhok Studio,1.00E+05,2.00E+05,100.0K,200.0K
Variables 2,2021-10-01,14.99,"100,000 .. 200,000",Asteroid Game Studio,Asteroid Game Studio,1.00E+05,2.00E+05,100.0K,200.0K
Romance of the Three Kingdoms X with Power Up Kit,2017-12-05,29.99,"100,000 .. 200,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.00E+05,2.00E+05,100.0K,200.0K
Anomaly Warzone Earth Mobile Campaign,2013-11-06,4.99,"100,000 .. 200,000",11 bit studios,11 bit studios,1.00E+05,2.00E+05,100.0K,200.0K
Neon Space,2016-05-12,10.99,"100,000 .. 200,000",EGAMER,EGAMER,1.00E+05,2.00E+05,100.0K,200.0K
No Heroes Here,2017-10-03,14.99,"100,000 .. 200,000",Mad Mimic,"Mad Mimic, Chorus Worldwide",1.00E+05,2.00E+05,100.0K,200.0K
Rolling Sun,2015-06-03,1.99,"100,000 .. 200,000",Mystik'Art,Mystik'Art,1.00E+05,2.00E+05,100.0K,200.0K
MicroTown,2019-08-30,9.99,"100,000 .. 200,000",Snowy Ash Games,Snowy Ash Games,1.00E+05,2.00E+05,100.0K,200.0K
Victory At Sea,2014-08-08,4.99,"100,000 .. 200,000",Evil Twin Artworks,Evil Twin Artworks,1.00E+05,2.00E+05,100.0K,200.0K
Space Colony: Steam Edition,2015-04-30,14.99,"100,000 .. 200,000",FireFly Studios,FireFly Studios,1.00E+05,2.00E+05,100.0K,200.0K
Imperium Galactica II,1999-12-01,9.99,"100,000 .. 200,000","Digital Reality, Gyroscope Games",THQ Nordic,1.00E+05,2.00E+05,100.0K,200.0K
Battle Group 2,2014-06-13,7.99,"100,000 .. 200,000",Bane Games,Merge Games,1.00E+05,2.00E+05,100.0K,200.0K
Icons: Legacy Edition,2018-07-12,0.0,"100,000 .. 200,000","Wavedash Games, Vortex Games","Wavedash Games, Vortex Games",1.00E+05,2.00E+05,100.0K,200.0K
Tube Tycoon,2018-03-28,10.99,"100,000 .. 200,000",Teal Fire,Teal Fire,1.00E+05,2.00E+05,100.0K,200.0K
Diggles: The Myth of Fenris,2020-12-14,9.99,"100,000 .. 200,000","Spieleentwicklungskombinat GmbH, General Arcade",SNEG,1.00E+05,2.00E+05,100.0K,200.0K
Cultures - Northland,2015-03-26,4.99,"100,000 .. 200,000",Funatics Software,Daedalic Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Invisigun Reloaded,2017-02-08,4.99,"100,000 .. 200,000",Sombr Studio,Sombr Studio,1.00E+05,2.00E+05,100.0K,200.0K
Marauder,2014-04-04,9.99,"100,000 .. 200,000",Apeiron,ESDigital Games,1.00E+05,2.00E+05,100.0K,200.0K
Sproggiwood,2014-10-24,14.99,"100,000 .. 200,000",Freehold Games,Freehold Games,1.00E+05,2.00E+05,100.0K,200.0K
Ascension to the Throne,2014-04-23,2.99,"100,000 .. 200,000",DVS,Fulqrum Publishing,1.00E+05,2.00E+05,100.0K,200.0K
War of the Human Tanks,2014-01-10,9.99,"100,000 .. 200,000",Yakiniku Banzai,Fruitbat Factory,1.00E+05,2.00E+05,100.0K,200.0K
Soulestination,2021-01-05,1.49,"100,000 .. 200,000",Zaxiquej,Zaxiquej,1.00E+05,2.00E+05,100.0K,200.0K
Worms,2011-10-19,7.99,"100,000 .. 200,000",Team17 Digital Ltd,Team17 Digital Ltd,1.00E+05,2.00E+05,100.0K,200.0K
GWENT: Rogue Mage (Single-Player Expansion),2022-07-07,9.99,"100,000 .. 200,000",CD PROJEKT RED,CD PROJEKT RED,1.00E+05,2.00E+05,100.0K,200.0K
Pathfinder Adventures,2017-06-15,9.99,"100,000 .. 200,000",Obsidian Entertainment,Twin Sails Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Majesty Gold HD,2001-03-23,9.99,"100,000 .. 200,000",Cyberlore,Paradox Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Cue Club 2: Pool & Snooker,2016-03-07,9.49,"100,000 .. 200,000",Bulldog Interactive,Bulldog Interactive,1.00E+05,2.00E+05,100.0K,200.0K
Star Wolves 3: Civil War,2010-03-02,4.99,"100,000 .. 200,000",Elite Games Team,Fulqrum Publishing,1.00E+05,2.00E+05,100.0K,200.0K
Heroes of the Three Kingdoms 3,2020-11-12,1.99,"100,000 .. 200,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",1.00E+05,2.00E+05,100.0K,200.0K
Space Tyrant,2018-02-27,19.99,"100,000 .. 200,000",Blue Wizard Digital,Blue Wizard Digital,1.00E+05,2.00E+05,100.0K,200.0K
Conquest of Elysium 4,2015-11-16,6.24,"100,000 .. 200,000",Illwinter Game Design,Illwinter Game Design,1.00E+05,2.00E+05,100.0K,200.0K
Farm for your Life,2014-06-16,9.99,"100,000 .. 200,000",Hammer Labs,Hammer Labs,1.00E+05,2.00E+05,100.0K,200.0K
Battle Ranch: Pigs vs Plants,2015-02-02,1.99,"100,000 .. 200,000",Playboom,Senpai Studios,1.00E+05,2.00E+05,100.0K,200.0K
Dead Man's Draw,2014-02-06,6.99,"100,000 .. 200,000",Stardock Entertainment,Stardock Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Sweet Transit,2022-07-28,21.99,"100,000 .. 200,000",Ernestas Norvaišas,Team17,1.00E+05,2.00E+05,100.0K,200.0K
Constructor,2017-05-26,2.99,"100,000 .. 200,000",System 3,System 3,1.00E+05,2.00E+05,100.0K,200.0K
Banana Hell,2020-11-07,2.99,"100,000 .. 200,000",Petriheart,Petriheart,1.00E+05,2.00E+05,100.0K,200.0K
ConflictCraft,2016-12-08,0.99,"100,000 .. 200,000","Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",1.00E+05,2.00E+05,100.0K,200.0K
One Deck Dungeon,2018-05-18,9.99,"100,000 .. 200,000",Handelabra Games Inc.,Handelabra Games Inc.,1.00E+05,2.00E+05,100.0K,200.0K
Survivor Squad,2015-01-21,2.99,"100,000 .. 200,000",Endless Loop Studios,Endless Loop Studios,1.00E+05,2.00E+05,100.0K,200.0K
Ichi,2014-06-12,4.99,"100,000 .. 200,000",Stolen Couch Games,Stolen Couch Games,1.00E+05,2.00E+05,100.0K,200.0K
Gomoku Let's Go,2021-07-28,2.99,"100,000 .. 200,000",Studio Amateur,"indienova, Studio Amateur",1.00E+05,2.00E+05,100.0K,200.0K
Age of Gladiators,2016-02-25,0.99,"100,000 .. 200,000",Creative Storm Entertainment,Creative Storm Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Ostalgie: The Berlin Wall,2018-03-25,5.99,"100,000 .. 200,000",Kremlingames,Kremlingames,1.00E+05,2.00E+05,100.0K,200.0K
50 years,2017-05-26,4.99,"100,000 .. 200,000",Aleksandr Golovkin,Aleksandr Golovkin,1.00E+05,2.00E+05,100.0K,200.0K
Transport INC,2020-08-27,2.39,"100,000 .. 200,000",DIGIFOX,"Games Operators, PlayWay S.A.",1.00E+05,2.00E+05,100.0K,200.0K
CrossCells,2017-05-26,2.99,"100,000 .. 200,000",Matthew Brown,Matthew Brown,1.00E+05,2.00E+05,100.0K,200.0K
Mysterium: A Psychic Clue Game,2017-01-12,6.99,"100,000 .. 200,000","Twin Sails Interactive, Playsoft",Twin Sails Interactive,1.00E+05,2.00E+05,100.0K,200.0K
The Solitaire Conspiracy,2020-10-06,11.99,"100,000 .. 200,000",Bithell Games,Bithell Games,1.00E+05,2.00E+05,100.0K,200.0K
Forged Battalion,2018-08-14,9.99,"100,000 .. 200,000",Petroglyph,Petroglyph,1.00E+05,2.00E+05,100.0K,200.0K
Tiny Bridge: Ratventure,2015-05-08,4.99,"100,000 .. 200,000",Estelion,Senpai Studios,1.00E+05,2.00E+05,100.0K,200.0K
Out of the Park Baseball 19,2018-03-22,,"100,000 .. 200,000",Out of the Park Developments,Out of the Park Developments,1.00E+05,2.00E+05,100.0K,200.0K
Adorables,2016-03-30,2.99,"100,000 .. 200,000",White Rabbit,Volens Nolens Games,1.00E+05,2.00E+05,100.0K,200.0K
Traitors in Salem,2022-09-14,0.0,"100,000 .. 200,000",BlankMediaGames,BlankMediaGames,1.00E+05,2.00E+05,100.0K,200.0K
Interplanetary: Enhanced Edition,2017-08-02,14.99,"100,000 .. 200,000",Team Jolly Roger,Team17 Digital Ltd,1.00E+05,2.00E+05,100.0K,200.0K
Legends of Kingdom Rush,2022-07-14,10.49,"100,000 .. 200,000",Ironhide Game Studio,Ironhide Game Studio,1.00E+05,2.00E+05,100.0K,200.0K
Ozymandias: Bronze Age Empire Sim,2022-10-11,14.99,"100,000 .. 200,000",The Secret Games Company,"Goblinz Publishing, IndieArk",1.00E+05,2.00E+05,100.0K,200.0K
10 Miles To Safety,2020-10-21,9.99,"100,000 .. 200,000",Trickjump Games,Trickjump Games,1.00E+05,2.00E+05,100.0K,200.0K
Alien Shooter TD,2017-01-13,9.99,"100,000 .. 200,000",Sigma Team Inc.,Sigma Team Inc.,1.00E+05,2.00E+05,100.0K,200.0K
Touhou Monster TD ~ 幻想乡妖怪塔防,2021-10-01,6.64,"100,000 .. 200,000",MyACG Studio,MyACG Studio,1.00E+05,2.00E+05,100.0K,200.0K
Sunrider: Liberation Day - Captain's Edition,2016-03-04,24.99,"100,000 .. 200,000",Love in Space,Sekai Project,1.00E+05,2.00E+05,100.0K,200.0K
Empire TV Tycoon,2015-10-20,9.99,"100,000 .. 200,000",Dreamsite Games,Dreamsite Games,1.00E+05,2.00E+05,100.0K,200.0K
Caravan,2016-09-30,5.99,"100,000 .. 200,000",it Matters Games,Daedalic Entertainment,1.00E+05,2.00E+05,100.0K,200.0K
Oddworld: Munch's Oddysee,2010-12-20,4.99,"100,000 .. 200,000",Oddworld Inhabitants,Oddworld Inhabitants,1.00E+05,2.00E+05,100.0K,200.0K
Industry Giant 2,2015-08-14,1.99,"100,000 .. 200,000","Fancy Bytes, Reactor",Toplitz Productions,1.00E+05,2.00E+05,100.0K,200.0K
Depraved,2019-09-21,3.99,"100,000 .. 200,000",Evil Bite,Evil Bite,1.00E+05,2.00E+05,100.0K,200.0K
Sports Bar VR,2016-06-01,19.99,"100,000 .. 200,000","Cherry Pop Games, Perilous Orbit",Perilous Orbit,1.00E+05,2.00E+05,100.0K,200.0K
军团战棋Legion War,2021-07-14,9.99,"100,000 .. 200,000",Bear & Cat Studio,Bear & Cat Studio,1.00E+05,2.00E+05,100.0K,200.0K
VenusBlood FRONTIER International,2020-02-07,39.99,"100,000 .. 200,000","Ninetail, Dualtail","JAST USA, Kagura Games (Chinese Localization)",1.00E+05,2.00E+05,100.0K,200.0K
Towns,2012-11-07,14.99,"100,000 .. 200,000","Xavi Canal, Ben Palgi",SMP,1.00E+05,2.00E+05,100.0K,200.0K
Hyperdevotion Noire: Goddess Black Heart (Neptunia),2016-04-26,14.99,"100,000 .. 200,000","Idea Factory, Compile Heart, Sting",Idea Factory International,1.00E+05,2.00E+05,100.0K,200.0K
GLADIABOTS - AI Combat Arena,2019-05-22,10.49,"100,000 .. 200,000",GFX47,"GFX47, WhisperGames",1.00E+05,2.00E+05,100.0K,200.0K
Dungeon Rushers,2016-09-06,14.99,"100,000 .. 200,000",Goblinz Studio,"Goblinz Publishing, WhisperGames",1.00E+05,2.00E+05,100.0K,200.0K
Worms World Party Remastered,2015-07-16,14.99,"100,000 .. 200,000",Team17 Digital Ltd,Team17 Digital Ltd,1.00E+05,2.00E+05,100.0K,200.0K
China: Mao's legacy,2019-05-24,6.99,"100,000 .. 200,000",Kremlingames,Kremlingames,1.00E+05,2.00E+05,100.0K,200.0K
Battlevoid: Harbinger,2016-02-24,9.99,"100,000 .. 200,000",Bugbyte Ltd.,Bugbyte Ltd.,1.00E+05,2.00E+05,100.0K,200.0K
Vagrus - The Riven Realms,2021-10-05,29.99,"100,000 .. 200,000",Lost Pilgrims Studio,Lost Pilgrims Studio,1.00E+05,2.00E+05,100.0K,200.0K
Rift Wizard,2021-09-01,14.99,"100,000 .. 200,000",Dylan White,Dylan White,1.00E+05,2.00E+05,100.0K,200.0K
Ancient Planet Tower Defense,2015-02-03,2.49,"100,000 .. 200,000",Moonlight Mouse,Moonlight Mouse,1.00E+05,2.00E+05,100.0K,200.0K
Tinyfolks,2022-06-01,3.99,"100,000 .. 200,000",Pierre Vandermaesen,VANDERMAESEN GAMES,1.00E+05,2.00E+05,100.0K,200.0K
"Warhammer 40,000: Space Wolf",2017-09-21,17.99,"100,000 .. 200,000",HeroCraft PC,HeroCraft PC,1.00E+05,2.00E+05,100.0K,200.0K
InfraSpace,2021-10-15,24.99,"100,000 .. 200,000",Dionic Software,Dionic Software,1.00E+05,2.00E+05,100.0K,200.0K
Lemnis Gate,2021-09-28,,"100,000 .. 200,000",Ratloop Games Canada,Frontier Foundry,1.00E+05,2.00E+05,100.0K,200.0K
